chembl_id,molregno,tid,accession,pref_name,target_chembl_id,min_standard_value,standard_units,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL3,115,104894,P17787,Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3,CHEMBL2109233,84.8,nM,CHEMBL3,P17787,"impc,chembl",false,true
CHEMBL3040440,1593251,100140,P27448,Serine/threonine-protein kinase c-TAK1,CHEMBL5600,6.51,C,CHEMBL3040440,P27448,ot_genetics_portal,false,false
CHEMBL3115681,1618662,10266,P11362,Fibroblast growth factor receptor 1,CHEMBL3650,26.0,nM,CHEMBL3115681,P11362,"impc,eva,intogen,gene2phenotype,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL312862,138150,104766,P07437,Tubulin,CHEMBL2095182,32.82,%,CHEMBL312862,P07437,"ot_genetics_portal,chembl",false,true
CHEMBL312862,138150,104766,P07437,Tubulin,CHEMBL2095182,147.7,pmol,CHEMBL312862,P07437,"ot_genetics_portal,chembl",false,true
CHEMBL3137313,1626744,136,P41143,Delta opioid receptor,CHEMBL236,100.0,nM,CHEMBL3137313,P41143,chembl,false,true
CHEMBL333231,197692,9,P00533,Epidermal growth factor receptor erbB1,CHEMBL203,26.0,nM,CHEMBL333231,P00533,chemicalProbes,false,false
CHEMBL351706,274775,105451,P01116,GTPase KRas,CHEMBL2189121,8.4,nM,CHEMBL351706,P01116,"uniprot_literature,impc,eva,intogen,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL3589357,1950506,11307,Q9UBN7,Histone deacetylase 6,CHEMBL1865,71.0,nM,CHEMBL3589357,Q9UBN7,chemicalProbes,false,false
CHEMBL3623002,1966689,19,P03372,Estrogen receptor alpha,CHEMBL206,0.4169,nM,CHEMBL3623002,P03372,chemicalProbes,false,false
CHEMBL3819328,2092184,30011,P33981,Dual specificity protein kinase TTK,CHEMBL3983,0.94,nM,CHEMBL3819328,P33981,chemicalProbes,false,false
CHEMBL39,2214,227,P41595,Serotonin 2b (5-HT2b) receptor,CHEMBL1833,0.07079,nM,CHEMBL39,P41595,chembl,false,true
CHEMBL39,2214,227,P41595,Serotonin 2b (5-HT2b) receptor,CHEMBL1833,91.0,%,CHEMBL39,P41595,chembl,false,true
CHEMBL4092990,2232901,10266,P11362,Fibroblast growth factor receptor 1,CHEMBL3650,1.0,nM,CHEMBL4092990,P11362,chemicalProbes,true,false
CHEMBL4094396,2234307,121,P31645,Serotonin transporter,CHEMBL228,118.0,nM,CHEMBL4094396,P31645,chembl,false,true
CHEMBL413,923,104844,P54646,"AMP-activated protein kinase, AMPK",CHEMBL2096907,93.0,%,CHEMBL413,P54646,"impc,ot_genetics_portal,chembl",false,true
CHEMBL413,923,12683,Q15118,Pyruvate dehydrogenase kinase isoform 1,CHEMBL4766,110.0,%,CHEMBL413,Q15118,"impc,ot_genetics_portal,chembl",false,true
CHEMBL4247213,2311784,12627,P16234,Platelet-derived growth factor receptor alpha,CHEMBL2007,15.0,nM,CHEMBL4247213,P16234,chemicalProbes,false,false
CHEMBL434,1994,119225,Q9NYW7,Taste receptor type 2 member 1,CHEMBL4523475,4.9,nM,CHEMBL434,Q9NYW7,ot_genetics_portal,false,false
CHEMBL44,2658,280,P0DMS8,Adenosine A3 receptor,CHEMBL256,20.0,%,CHEMBL44,P0DMS8,chembl,false,true
CHEMBL44,2658,12443,Q8WUI4,Histone deacetylase 7,CHEMBL2716,3.7,uA.cm'-2,CHEMBL44,Q8WUI4,"ot_genetics_portal,chembl",false,true
CHEMBL4452939,2359948,30000,Q2M2I8,Adaptor-associated kinase,CHEMBL3830,9.1,nM,CHEMBL4452939,Q2M2I8,chemicalProbes,true,false
CHEMBL451887,520664,104446,P28072,Proteasome subunit beta type-6,CHEMBL1944496,890.0,nM,CHEMBL451887,P28072,chembl,false,true
CHEMBL451887,520664,116833,P28072,20S proteasome,CHEMBL3831201,7.0,nM,CHEMBL451887,P28072,chembl,false,true
CHEMBL451887,520664,106197,P28072,26S proteasome,CHEMBL2364701,8.6,nM,CHEMBL451887,P28072,chembl,false,true
CHEMBL452,2465,104688,P18505,GABA-A receptor; anion channel,CHEMBL2093872,0.85,nM,CHEMBL452,P18505,"eva,chembl",false,true
CHEMBL46,3183,103947,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,4.8,%,CHEMBL46,Q9Y6L6,"impc,ot_genetics_portal",false,false
CHEMBL460480,449646,118,P30968,Gonadotropin-releasing hormone receptor,CHEMBL1855,1.6,nM,CHEMBL460480,P30968,chemicalProbes,false,false
CHEMBL465,4496,101412,O75762,Transient receptor potential cation channel subfamily A member 1,CHEMBL6007,10.0,uM,CHEMBL465,O75762,"ot_genetics_portal,chembl",false,true
CHEMBL4650215,2486475,11939,P48736,PI3-kinase p110-gamma subunit,CHEMBL3267,18.2,nM,CHEMBL4650215,P48736,"impc,chembl,eva_somatic",false,true
CHEMBL473484,519567,12697,Q13547,Histone deacetylase 1,CHEMBL325,8.0,nM,CHEMBL473484,Q13547,chemicalProbes,false,false
CHEMBL477,5797,9,P00533,Epidermal growth factor receptor erbB1,CHEMBL203,195000.0,nM,CHEMBL477,P00533,"uniprot_literature,impc,eva,intogen,ot_genetics_portal,clingen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL4792672,2529263,30023,Q07912,Tyrosine kinase non-receptor protein 2,CHEMBL4599,102.0,nM,CHEMBL4792672,Q07912,chemicalProbes,true,false
CHEMBL480,5975,104770,P13637,Sodium/potassium-transporting ATPase,CHEMBL2095186,39810.72,nM,CHEMBL480,P13637,chembl,false,true
CHEMBL485,6167,136,P41143,Delta opioid receptor,CHEMBL236,52207.0,nM,CHEMBL485,P41143,chembl,false,true
CHEMBL489095,454842,11061,O43193,Motilin receptor,CHEMBL2203,12.59,nM,CHEMBL489095,O43193,chembl,false,true
CHEMBL491473,456867,30049,Q9Y4K4,Mitogen-activated protein kinase kinase kinase kinase 5,CHEMBL4852,100.0,nM,CHEMBL491473,Q9Y4K4,"impc,ot_genetics_portal",false,false
CHEMBL508583,502253,13061,P18031,Protein-tyrosine phosphatase 1B,CHEMBL335,3.3,10^5/M,CHEMBL508583,P18031,impc,false,false
CHEMBL508583,502253,13061,P18031,Protein-tyrosine phosphatase 1B,CHEMBL335,1000.0,nM,CHEMBL508583,P18031,impc,false,false
CHEMBL513909,490644,11635,P17252,Protein kinase C alpha,CHEMBL299,103.0,%,CHEMBL513909,P17252,"impc,chembl",false,true
CHEMBL538378,556376,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,0.2,nM,CHEMBL538378,P42345,chemicalProbes,false,false
CHEMBL549,14367,11272,Q99720,Sigma opioid receptor,CHEMBL287,167.0,nM,CHEMBL549,Q99720,"impc,chembl",false,true
CHEMBL55,3965,52,P08913,Alpha-2a adrenergic receptor,CHEMBL1867,516.0,nM,CHEMBL55,P08913,"impc,ot_genetics_portal,chembl",false,true
CHEMBL571,16591,117546,Q8TDX5,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,CHEMBL4105941,24.0,%,CHEMBL571,Q8TDX5,gene_burden,false,false
CHEMBL572878,436277,101338,P21127,PITSLRE serine/threonine-protein kinase CDC2L1,CHEMBL5808,290.0,nM,CHEMBL572878,P21127,chembl,false,true
CHEMBL576982,573133,12627,P16234,Platelet-derived growth factor receptor alpha,CHEMBL2007,1.6,nM,CHEMBL576982,P16234,"uniprot_literature,impc,eva,intogen,clingen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL585,17411,11624,P29466,Caspase-1,CHEMBL4801,3663.0,nM,CHEMBL585,P29466,chembl,false,true
CHEMBL592374,596408,121,P31645,Serotonin transporter,CHEMBL228,12.3,nM,CHEMBL592374,P31645,chembl,false,true
CHEMBL592435,597839,252,P29274,Adenosine A2a receptor,CHEMBL251,398.0,nM,CHEMBL592435,P29274,impc,false,false
CHEMBL596430,594910,11400,P42345,Serine/threonine-protein kinase mTOR,CHEMBL2842,26.5,nM,CHEMBL596430,P42345,chemicalProbes,false,false
CHEMBL603469,597145,101204,O00238,Bone morphogenetic protein receptor type-1B,CHEMBL5476,57.0,nM,CHEMBL603469,O00238,ot_genetics_portal,false,false
CHEMBL603469,597145,10751,O15111,Inhibitor of nuclear factor kappa B kinase alpha subunit,CHEMBL3476,9.0,nM,CHEMBL603469,O15111,"impc,ot_genetics_portal",false,false
CHEMBL603469,597145,10612,O15530,3-phosphoinositide dependent protein kinase-1,CHEMBL2534,3.4,nM,CHEMBL603469,O15530,chembl,false,true
CHEMBL607707,604615,30013,P49759,Dual specificty protein kinase CLK1,CHEMBL4224,1000.0,nM,CHEMBL607707,P49759,ot_genetics_portal,false,false
CHEMBL608533,608601,11242,Q05397,Focal adhesion kinase 1,CHEMBL2695,37.0,%,CHEMBL608533,Q05397,chembl,false,true
CHEMBL608533,608601,11105,Q8IW41,MAP kinase-activated protein kinase 5,CHEMBL3094,57.0,%,CHEMBL608533,Q8IW41,"impc,ot_genetics_portal",false,false
CHEMBL612,23199,121,P31645,Serotonin transporter,CHEMBL228,1770.0,nM,CHEMBL612,P31645,"impc,chembl",false,true
CHEMBL657,27629,47,P08172,Muscarinic acetylcholine receptor M2,CHEMBL211,373.0,nM,CHEMBL657,P08172,"uniprot_literature,chembl",false,true
CHEMBL657,27629,165,Q12809,HERG,CHEMBL240,2570.4,nM,CHEMBL657,Q12809,"impc,chembl",false,true
CHEMBL667,27812,10532,P06276,Butyrylcholinesterase,CHEMBL1914,6.57,10'-8mol/min,CHEMBL667,P06276,chembl,false,true
CHEMBL723,36662,218,P18825,Alpha-2c adrenergic receptor,CHEMBL1916,13.0,nM,CHEMBL723,P18825,chembl,false,true
CHEMBL79,6723,101283,O15245,Solute carrier family 22 member 1,CHEMBL5685,-2.3,%,CHEMBL79,O15245,ot_genetics_portal,false,false
CHEMBL888,75901,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,11.1,%,CHEMBL888,Q9NPD5,impc,false,false
CHEMBL894,77128,104285,P43681,Neuronal acetylcholine receptor; alpha4/beta4,CHEMBL1907591,15.0,nM,CHEMBL894,P43681,"impc,ot_genetics_portal,chembl",false,true
CHEMBL894,77128,104283,P43681,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,12.0,nM,CHEMBL894,P43681,"impc,ot_genetics_portal,chembl",false,true
CHEMBL894,77128,104283,P43681,Neuronal acetylcholine receptor; alpha4/beta2,CHEMBL1907589,10.0,uM,CHEMBL894,P43681,"impc,ot_genetics_portal,chembl",false,true
CHEMBL894,77128,104285,P43681,Neuronal acetylcholine receptor; alpha4/beta4,CHEMBL1907591,14.0,uM,CHEMBL894,P43681,"impc,ot_genetics_portal,chembl",false,true
CHEMBL926,84505,10140,P06239,Tyrosine-protein kinase LCK,CHEMBL258,5519.0,nM,CHEMBL926,P06239,"impc,chembl,cancer_gene_census",false,true
CHEMBL967,95909,104688,P31644,GABA-A receptor; anion channel,CHEMBL2093872,6.251726928E7,nM,CHEMBL967,P31644,chembl,false,true
CHEMBL1090479,622556,109664,Q9NQS7,Aurora kinase B/Inner centromere protein,CHEMBL3430907,8.0,hr,CHEMBL1090479,Q9NQS7,ot_genetics_portal,false,false
CHEMBL1090479,622556,109664,Q9NQS7,Aurora kinase B/Inner centromere protein,CHEMBL3430907,0.38,nM,CHEMBL1090479,Q9NQS7,ot_genetics_portal,false,false
CHEMBL1090479,622556,117711,Q9NQS7,Aurora-C/INCENP,CHEMBL4106141,1.5,nM,CHEMBL1090479,Q9NQS7,ot_genetics_portal,false,false
CHEMBL1090479,622556,117711,Q9NQS7,Aurora-C/INCENP,CHEMBL4106141,4.5,hr,CHEMBL1090479,Q9NQS7,ot_genetics_portal,false,false
CHEMBL1123,165774,165,Q12809,HERG,CHEMBL240,16869.7,nM,CHEMBL1123,Q12809,"impc,ot_genetics_portal",false,false
CHEMBL112797,185141,104706,Q13224,Glutamate [NMDA] receptor,CHEMBL2094124,0.0,%,CHEMBL112797,Q13224,chembl,false,true
CHEMBL1200681,674632,12739,P20815,Cytochrome P450 3A5,CHEMBL3019,0.16,ml/min/nmol,CHEMBL1200681,P20815,ot_genetics_portal,false,false
CHEMBL1200731,674682,120811,Q8NFF2,Sodium/potassium/calcium exchanger 4,CHEMBL5209636,1.74E8,nM,CHEMBL1200731,Q8NFF2,ot_genetics_portal,false,false
CHEMBL1200803,674754,47,P08172,Muscarinic acetylcholine receptor M2,CHEMBL211,573.7,nM,CHEMBL1200803,P08172,chembl,false,true
CHEMBL1229517,691867,10904,P04049,Serine/threonine-protein kinase RAF,CHEMBL1906,48.0,nM,CHEMBL1229517,P04049,"intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1229517,691867,117759,P04049,BRAF/CRAF,CHEMBL4106189,601.0,nM,CHEMBL1229517,P04049,"intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1230609,692959,11364,Q13131,"AMP-activated protein kinase, alpha-1 subunit",CHEMBL4045,730.0,nM,CHEMBL1230609,Q13131,"impc,ot_genetics_portal,chembl",false,true
CHEMBL1230609,692959,101188,Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3,CHEMBL5432,110.0,nM,CHEMBL1230609,Q8IVH8,impc,false,false
CHEMBL12713,10813,88,P21728,Dopamine D1 receptor,CHEMBL2056,210.0,nM,CHEMBL12713,P21728,chembl,false,true
CHEMBL1287853,714243,11407,P45984,c-Jun N-terminal kinase 2,CHEMBL4179,240.0,nM,CHEMBL1287853,P45984,"impc,chembl",false,true
CHEMBL1287853,714243,30036,Q9HAZ1,Dual specificity protein kinase CLK4,CHEMBL4203,2000.0,nM,CHEMBL1287853,Q9HAZ1,ot_genetics_portal,false,false
CHEMBL1289494,715901,105083,P50750,CDK9/cyclin T1,CHEMBL2111389,72.0,%,CHEMBL1289494,P50750,chembl,false,true
CHEMBL1289601,716009,197,P09619,Platelet-derived growth factor receptor beta,CHEMBL1913,39.0,nM,CHEMBL1289601,P09619,"uniprot_literature,impc,eva,orphanet,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1289926,716337,11209,P42684,Tyrosine-protein kinase ABL2,CHEMBL4014,70.0,nM,CHEMBL1289926,P42684,"intogen,ot_genetics_portal,cancer_gene_census",false,false
CHEMBL1417019,840903,101476,P27695,DNA-(apurinic or apyrimidinic site) lyase,CHEMBL5619,2000.0,nM,CHEMBL1417019,P27695,"impc,chembl",false,true
CHEMBL1421,361469,100918,Q09013,Myotonin-protein kinase,CHEMBL5320,4.6,degrees C,CHEMBL1421,Q09013,impc,false,false
CHEMBL1421,361469,100918,Q09013,Myotonin-protein kinase,CHEMBL5320,1300.0,nM,CHEMBL1421,Q09013,impc,false,false
CHEMBL1421,361469,103855,Q86Y07,Serine/threonine-protein kinase VRK2,CHEMBL1649059,3200.0,nM,CHEMBL1421,Q86Y07,ot_genetics_portal,false,false
CHEMBL1464,394165,12704,P02766,Transthyretin,CHEMBL3194,29.0,%,CHEMBL1464,P02766,"impc,eva,orphanet,chembl,eva_somatic",false,true
CHEMBL1503,419601,104770,P14415,Sodium/potassium-transporting ATPase,CHEMBL2095186,31622.78,nM,CHEMBL1503,P14415,"impc,ot_genetics_portal",false,false
CHEMBL1520,421326,104707,Q13370,Phosphodiesterase 3,CHEMBL2094125,580.0,nM,CHEMBL1520,Q13370,chembl,false,true
CHEMBL15245,15191,11365,P10635,Cytochrome P450 2D6,CHEMBL289,8.4,nM,CHEMBL15245,P10635,ot_genetics_portal,false,false
CHEMBL1544,433015,56,P10275,Androgen Receptor,CHEMBL1871,24.0,%,CHEMBL1544,P10275,"impc,eva,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL157138,263558,88,P21728,Dopamine D1 receptor,CHEMBL2056,77.0,nM,CHEMBL157138,P21728,"impc,chembl",false,true
CHEMBL1585091,1008975,11054,Q14833,Metabotropic glutamate receptor 4,CHEMBL2736,3200.0,nM,CHEMBL1585091,Q14833,chemicalProbes,false,false
CHEMBL1590,454076,104162,Q92835,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1",CHEMBL1781870,2.0,%,CHEMBL1590,Q92835,"impc,ot_genetics_portal,chembl",false,true
CHEMBL160,72873,12579,Q08209,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",CHEMBL4445,4.0,nM,CHEMBL160,Q08209,"impc,intogen,ot_genetics_portal,chembl",false,true
CHEMBL1614725,1037736,12699,Q15303,Receptor protein-tyrosine kinase erbB-4,CHEMBL3009,260.0,nM,CHEMBL1614725,Q15303,"intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1614725,1037736,105744,Q15303,Epidermal growth factor receptor,CHEMBL2363049,23.0,nM,CHEMBL1614725,Q15303,"intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL165,103658,10193,P00915,Carbonic anhydrase I,CHEMBL261,2210.0,nM,CHEMBL165,P00915,chembl,false,true
CHEMBL1711,550053,43,P07550,Beta-2 adrenergic receptor,CHEMBL210,100.0,%,CHEMBL1711,P07550,chembl,false,true
CHEMBL1711,550053,43,P07550,Beta-2 adrenergic receptor,CHEMBL210,0.05495,nM,CHEMBL1711,P07550,chembl,false,true
CHEMBL1751,581814,102394,O95342,Bile salt export pump,CHEMBL6020,264100.0,nM,CHEMBL1751,O95342,impc,false,false
CHEMBL1756,581858,11520,P29350,Protein-tyrosine phosphatase 1C,CHEMBL3166,40400.0,nM,CHEMBL1756,P29350,"impc,intogen,cancer_gene_census",false,false
CHEMBL1773261,1144296,100431,O14842,Free fatty acid receptor 1,CHEMBL4422,109.0,%,CHEMBL1773261,O14842,chemicalProbes,true,false
CHEMBL1773261,1144296,100431,O14842,Free fatty acid receptor 1,CHEMBL4422,5.888,nM,CHEMBL1773261,O14842,chemicalProbes,true,false
CHEMBL1852688,1193367,11925,P22455,Fibroblast growth factor receptor 4,CHEMBL3973,0.82,nM,CHEMBL1852688,P22455,"intogen,ot_genetics_portal,chemicalProbes,chembl,eva_somatic,cancer_gene_census",true,true
CHEMBL1908360,1248731,105509,P15382,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",CHEMBL2221347,100000.0,nM,CHEMBL1908360,P15382,ot_genetics_portal,false,false
CHEMBL1946170,1277553,103106,Q8NE63,Homeodomain-interacting protein kinase 4,CHEMBL1075167,-1.0,%,CHEMBL1946170,Q8NE63,impc,false,false
CHEMBL200177,335388,104703,P28472,GABA-A receptor; alpha-1/beta-3/gamma-2,CHEMBL2094121,0.26,nM,CHEMBL200177,P28472,chembl,false,true
CHEMBL200177,335388,104712,P28472,GABA-A receptor; alpha-2/beta-3/gamma-2,CHEMBL2094130,11.0,%,CHEMBL200177,P28472,chembl,false,true
CHEMBL200177,335388,104703,P28472,GABA-A receptor; alpha-1/beta-3/gamma-2,CHEMBL2094121,0.0,%,CHEMBL200177,P28472,chembl,false,true
CHEMBL200177,335388,104704,P28472,GABA-A receptor; alpha-5/beta-3/gamma-2,CHEMBL2094122,6.0,%,CHEMBL200177,P28472,chembl,false,true
CHEMBL200177,335388,104702,P28472,GABA-A receptor; alpha-3/beta-3/gamma-2,CHEMBL2094120,0.2,nM,CHEMBL200177,P28472,chembl,false,true
CHEMBL200177,335388,104704,P28472,GABA-A receptor; alpha-5/beta-3/gamma-2,CHEMBL2094122,0.2,nM,CHEMBL200177,P28472,chembl,false,true
CHEMBL200177,335388,104702,P28472,GABA-A receptor; alpha-3/beta-3/gamma-2,CHEMBL2094120,21.0,%,CHEMBL200177,P28472,chembl,false,true
CHEMBL200177,335388,104712,P28472,GABA-A receptor; alpha-2/beta-3/gamma-2,CHEMBL2094130,0.3,nM,CHEMBL200177,P28472,chembl,false,true
CHEMBL2058533,1354295,100956,Q5NUL3,G-protein coupled receptor 120,CHEMBL5339,43.65,nM,CHEMBL2058533,Q5NUL3,chemicalProbes,false,false
CHEMBL2058533,1354295,100956,Q5NUL3,G-protein coupled receptor 120,CHEMBL5339,100.0,%,CHEMBL2058533,Q5NUL3,chemicalProbes,false,false
CHEMBL2111110,1383550,105639,Q9NY46,Sodium channel alpha subunit,CHEMBL2331043,20000.0,nM,CHEMBL2111110,Q9NY46,chembl,false,true
CHEMBL2151205,1421870,104717,P49768,Gamma-secretase,CHEMBL2094135,17.0,nM,CHEMBL2151205,P49768,"impc,eva,orphanet,chembl",false,true
CHEMBL2178275,1439068,104811,P11274,Bcr/Abl fusion protein,CHEMBL2096618,1.01,nM,CHEMBL2178275,P11274,chemicalProbes,false,false
CHEMBL219916,364745,137,P41145,Kappa opioid receptor,CHEMBL237,2798.0,nM,CHEMBL219916,P41145,chembl,false,true
CHEMBL2216774,1448122,103641,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",CHEMBL1293194,19.6,nM,CHEMBL2216774,P50416,chemicalProbes,false,false
CHEMBL223360,371147,101204,O00238,Bone morphogenetic protein receptor type-1B,CHEMBL5476,710.0,nM,CHEMBL223360,O00238,"impc,ot_genetics_portal",false,false
CHEMBL2325429,1519608,100166,P52732,Kinesin-like protein 1,CHEMBL4581,0.14,nM,CHEMBL2325429,P52732,"chemicalProbes,chembl",false,true
CHEMBL2325429,1519608,100166,P52732,Kinesin-like protein 1,CHEMBL4581,10.0,%,CHEMBL2325429,P52732,"chemicalProbes,chembl",false,true
CHEMBL24072,31171,11480,Q14524,Sodium channel protein type V alpha subunit,CHEMBL1980,2520.0,nM,CHEMBL24072,Q14524,"uniprot_literature,impc,eva,orphanet,ot_genetics_portal,gene2phenotype,gene_burden,clingen,chembl,uniprot_variants",false,true
CHEMBL2419346,1578126,11213,P07900,Heat shock protein HSP 90-alpha,CHEMBL3880,33.0,nM,CHEMBL2419346,P07900,"intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL254050,423038,11902,P04629,Nerve growth factor receptor Trk-A,CHEMBL2815,1.0,nM,CHEMBL254050,P04629,chemicalProbes,false,false
CHEMBL254219,419508,104770,P54710,Sodium/potassium-transporting ATPase,CHEMBL2095186,8.0,nM,CHEMBL254219,P54710,chembl,false,true
CHEMBL27,1370,107,P28223,Serotonin 2a (5-HT2a) receptor,CHEMBL224,419.0,nM,CHEMBL27,P28223,"impc,chembl",false,true
CHEMBL275638,18145,13053,P37059,Estradiol 17-beta-dehydrogenase 2,CHEMBL2789,63.9,%,CHEMBL275638,P37059,ot_genetics_portal,false,false
CHEMBL276711,12911,10849,P52333,Tyrosine-protein kinase JAK3,CHEMBL2148,56.0,%,CHEMBL276711,P52333,"impc,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL279785,23430,11871,P39900,Matrix metalloproteinase 12,CHEMBL4393,10000.0,nM,CHEMBL279785,P39900,chembl,false,true
CHEMBL296468,71663,104911,P50613,Cyclin-dependent kinase 7/ cyclin H,CHEMBL2111288,62.0,nM,CHEMBL296468,P50613,chembl,false,true
CHEMBL296468,71663,107899,P50613,CDK7/Cyclin H/MNAT1,CHEMBL3038473,62.0,nM,CHEMBL296468,P50613,chembl,false,true
CHEMBL296468,71663,12829,P50613,Cyclin-dependent kinase 7,CHEMBL3055,31.0,nM,CHEMBL296468,P50613,chembl,false,true
CHEMBL299613,73421,10147,Q16678,Cytochrome P450 1B1,CHEMBL4878,36000.0,nM,CHEMBL299613,Q16678,ot_genetics_portal,false,false
CHEMBL299613,73421,10147,Q16678,Cytochrome P450 1B1,CHEMBL4878,4.4,%,CHEMBL299613,Q16678,ot_genetics_portal,false,false
CHEMBL300138,83217,101220,Q8N4C8,Misshapen-like kinase 1,CHEMBL5518,3500.0,nM,CHEMBL300138,Q8N4C8,impc,false,false
CHEMBL300138,83217,101613,Q9P289,Serine/threonine-protein kinase MST4,CHEMBL5941,6900.0,nM,CHEMBL300138,Q9P289,"impc,ot_genetics_portal",false,false
CHEMBL3137331,1626762,100995,Q14289,Protein tyrosine kinase 2 beta,CHEMBL5469,0.2,nM,CHEMBL3137331,Q14289,"chemicalProbes,chembl",true,true
CHEMBL325041,187372,12697,Q13547,Histone deacetylase 1,CHEMBL325,620.0,nM,CHEMBL325041,Q13547,"ot_genetics_portal,chembl",false,true
CHEMBL3288027,1758560,10599,Q07343,Phosphodiesterase 4B,CHEMBL275,0.01995,nM,CHEMBL3288027,Q07343,chemicalProbes,false,false
CHEMBL3301610,1763572,12261,P45983,c-Jun N-terminal kinase 1,CHEMBL2276,46.2,%,CHEMBL3301610,P45983,"impc,chembl",false,true
CHEMBL3353410,1817518,10839,P11309,Serine/threonine-protein kinase PIM1,CHEMBL2147,4.4,%,CHEMBL3353410,P11309,"impc,intogen,chembl,cancer_gene_census",false,true
CHEMBL3360534,1824714,10168,P28161,Glutathione S-transferase Mu 2,CHEMBL4589,30.0,nM,CHEMBL3360534,P28161,chemicalProbes,false,false
CHEMBL3392138,1826089,10544,P47900,Purinergic receptor P2Y1,CHEMBL4315,7.0,nM,CHEMBL3392138,P47900,chemicalProbes,false,false
CHEMBL3414623,1837805,105227,Q9NRG4,N-lysine methyltransferase SMYD2,CHEMBL2169716,31.0,nM,CHEMBL3414623,Q9NRG4,chemicalProbes,true,false
CHEMBL3414623,1837805,105227,Q9NRG4,N-lysine methyltransferase SMYD2,CHEMBL2169716,2.9,degrees C,CHEMBL3414623,Q9NRG4,chemicalProbes,true,false
CHEMBL3544960,1926809,105106,P31751,Serine/threonine-protein kinase AKT,CHEMBL2111353,10.0,nM,CHEMBL3544960,P31751,"impc,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL3544960,1926809,10695,P31751,Serine/threonine-protein kinase AKT2,CHEMBL2431,402.0,nM,CHEMBL3544960,P31751,"impc,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL3545360,1927209,100080,O96013,Serine/threonine-protein kinase PAK 4,CHEMBL4482,0.57,C,CHEMBL3545360,O96013,chembl,false,true
CHEMBL3545360,1927209,102420,P34947,G protein-coupled receptor kinase 5,CHEMBL5678,0.23,C,CHEMBL3545360,P34947,impc,false,false
CHEMBL3601432,1956327,11869,Q01726,Melanocortin receptor 1,CHEMBL3795,1.585,nM,CHEMBL3601432,Q01726,chemicalProbes,false,false
