accession,proteinClass
P0DOX4,None
Q6UW32,None
Q6UWQ7,None
Q8NI17,None
Q6EBC2,None
C9JLW8,None
Q71H61,None
P05113,None
P26951,None
P01584,None
Q9H0C8,Enzyme
Q13418,Kinase
Q9NPH9,None
Q9UHH9,Kinase
O75586,Enzyme
O43513,Enzyme
Q96G25,Enzyme
Q9NWA0,Enzyme
Q5VYS4,None
P51617,Kinase
Q8IXL9,None
P05198,None
O14879,None
P01834,None
P13164,None
Q8IVU1,None
P01344,None
Q6B9Z1,None
Q86VF2,None
P0DOX5,None
Q15653,None
Q14164,Kinase
O00221,None
Q70UQ0,Enzyme
O15111,Kinase
P40933,None
P16871,None
Q8TC05,None
Q00987,Enzyme
O15151,None
Q9NU22,None
P08183,Transporter
P21439,Transporter
Q8NDY4,None
Q96HR3,Enzyme
P23677,Kinase
Q9NPJ6,Enzyme
Q96PC2,Kinase
Q5VY09,None
O00425,None
P20042,None
A6NJ69,None
A6NMD0,None
Q14005,None
P08887,None
Q01638,None
Q9HBE4,None
Q9GZX6,None
P05112,None
Q14213,None
O15225,None
Q9UK53,Epigenetic
Q8WYH8,Epigenetic
P15260,None
P38484,None
Q9Y3C7,Enzyme
Q9Y5U9,None
Q5JSS6,None
A0A087WXM9,None
Q5JU85,None
P20155,Enzyme
Q9NQ38,Enzyme
Q96CN7,Enzyme
P83105,Enzyme
A0A0A0MS14,None
P31260,TF
P01766,None
P14653,TF
P28358,TF
P31277,TF
P0DP04,None
Q96N76,Enzyme
A0A0J9YX35,None
A0A0B4J2H0,None
A0A0C4DH43,None
P38567,Enzyme
P52789,Kinase
Q6ZVW7,None
Q96F46,None
Q9NRM6,None
Q8NAC3,None
Q969J5,None
Q92819,Enzyme
Q6ZQW0,Enzyme
Q2VIR3,None
Q9P0M4,None
Q86SU0,None
Q9H293,None
Q8NEV9,None
Q27J81,None
Q9H160,Epigenetic
Q9NXR8,Epigenetic
Q9UNL4,Epigenetic
Q53G44,None
P23368,None
Q8N5X7,None
P23588,None
Q01628,None
P01566,None
Q9H7X7,Enzyme
P40305,None
P01562,None
Q9BW83,Enzyme
Q9NWB7,None
P01880,None
Q8N9C0,None
A1L1A6,None
P01860,None
Q9NSI5,None
P0DOY2,None
B9A064,None
Q9H665,None
Q14623,None
Q8NI38,None
Q9UKT9,TF
Q14116,None
P20809,None
P14784,None
P30740,Enzyme
Q16552,None
P32927,None
Q6UX52,None
Q13007,None
P01743,None
P31249,TF
Q00444,TF
P31268,TF
Q9NX55,None
Q92839,Enzyme
Q9Y4L1,None
Q5TF58,None
P01574,None
A6NNB3,None
Q86WN2,None
P01570,None
Q96M15,None
P05013,None
P32881,None
P01579,None
Q5DX21,None
P05019,None
P0DOX8,None
P0CG04,None
A0M8Q6,None
P25963,None
O14920,Kinase
P01876,None
Q6NXR0,Enzyme
Q9UKS7,TF
Q9H2S9,TF
Q9H5V7,TF
P01589,None
P01583,None
Q12905,None
O15409,TF
P41439,None
P01100,TF
A8MTJ6,None
O60548,TF
Q9NQT6,None
A1L4K1,None
Q6ZNA5,Enzyme
P01225,None
Q96A29,Transporter
Q9BT04,None
P51114,None
Q8NGA4,GPCR
Q9BYC5,Enzyme
Q14332,GPCR
Q8N3F9,None
O75084,GPCR
Q9H461,GPCR
O43826,Transporter
Q8TED4,Transporter
P0DPI2,None
Q6NT46,None
Q14376,Enzyme
P51570,Kinase
Q9H4G4,None
P15976,TF
Q96AC1,None
P98174,None
Q7Z6J4,None
Q8N441,None
P0C7X4,None
P02679,None
Q92914,None
O15552,GPCR
P31513,Enzyme
Q9Y5Y0,None
Q01740,Enzyme
Q53EP0,None
Q05932,Enzyme
P58012,TF
Q86XX4,None
P02792,None
Q5SZK8,None
P98177,TF
P02794,None
P42685,Kinase
Q9P2Q2,None
Q9BXM9,None
Q9BTY2,Enzyme
Q8TAL6,None
Q2V2M9,None
Q5D862,None
Q9NVK5,None
Q5NUL3,GPCR
P02751,None
Q8N6M3,None
Q9GZV9,None
Q8TC99,None
Q9P278,None
Q8IX07,TF
P55318,TF
A0AVI2,None
Q12778,TF
O95876,None
A6NGY1,None
Q5CZC0,None
Q9BZ67,None
Q8N4E7,None
A8MYZ6,TF
Q64ET8,None
O94915,None
Q7Z6J6,None
Q9P0K9,None
Q8WU20,None
Q8N461,None
Q6PCT2,None
Q96IG2,None
Q9Y231,Enzyme
Q7L622,Epigenetic
O00144,GPCR
Q99999,Enzyme
P06744,Enzyme
Q9UQC2,None
Q9H2C0,None
Q14C86,Enzyme
P47211,GPCR
Q92908,TF
A8MYX2,None
Q9Y261,TF
O95684,None
Q92949,TF
Q6ZUU3,None
P14324,Enzyme
Q9BTV5,None
Q5SYB0,None
Q8NA03,None
P04066,Enzyme
Q8IVP5,None
Q96IV6,Enzyme
Q11128,Enzyme
P51116,Epigenetic
Q8N1E6,None
Q8WXT5,TF
Q5VV16,TF
Q10981,Enzyme
Q9NPG1,GPCR
Q9ULV1,GPCR
Q10472,Enzyme
Q13069,None
Q9H6D8,None
Q8WW38,TF
Q9UPW0,TF
Q9UJU5,TF
P14207,None
Q9BZS1,TF
Q01167,TF
P55316,TF
Q12948,TF
O75593,TF
A9Z1Z3,None
Q96NE9,None
Q13283,Enzyme
Q5VWT5,None
P06241,Kinase
Q8WWW8,None
P63130,None
Q96C23,Enzyme
P05413,None
Q9UK73,None
Q5TA89,TF
A6NMB9,Enzyme
Q9Y613,None
Q14318,Enzyme
Q8NFG4,None
Q9UPI3,None
Q8IVF7,None
Q14315,None
P15407,TF
Q12950,TF
O15353,TF
Q12841,None
O95633,None
Q5H9T9,None
A2A2Y4,None
Q9H334,TF
P55317,TF
Q13461,TF
P15328,None
Q12946,TF
Q9P2B2,None
O00409,TF
P21462,GPCR
Q5H8C1,None
Q96QU4,None
O14926,None
Q9Y2L6,None
P21217,Enzyme
Q9UP38,GPCR
Q14802,IC
Q96N19,GPCR
Q96A11,Enzyme
P24522,None
Q06546,TF
A0A0B4J2D5,None
P58107,None
Q9UF33,Kinase
P16452,Enzyme
Q15375,Kinase
Q52LR7,None
P29323,Kinase
Q9C0D9,Enzyme
Q9HCN4,Enzyme
Q8N2X6,None
Q52LJ0,None
Q9NVI1,None
Q9NVF7,None
Q0JRZ9,None
Q9UBX5,None
Q9Y324,None
Q13630,Enzyme
Q92915,None
B1AJZ9,None
O43320,None
O60258,None
Q9C0D6,None
Q9BXU8,None
P49327,Enzyme
A6NHQ2,Enzyme
O14526,None
Q6ZVX7,None
P12034,None
P10767,None
Q9Y543,TF
Q02985,None
Q9BYE0,TF
Q8TBJ5,TF
O14842,GPCR
P02675,None
O43427,None
Q14314,None
Q9HCT0,None
Q9Y3D6,None
Q00688,Enzyme
Q9Y680,Enzyme
O75072,None
Q9UIM3,None
B3EWG6,None
O43155,None
P0C7T7,None
O60774,Enzyme
Q9HBA9,Enzyme
P15408,TF
Q9C009,TF
Q08050,TF
Q99958,TF
Q0VG06,None
Q9BYW1,Transporter
Q8TD20,Transporter
Q9NRM0,Transporter
Q9BX10,None
P11169,Transporter
P48050,IC
O00180,IC
Q96T54,IC
Q9UBP9,None
Q719H9,None
Q9Y597,None
Q15486,Enzyme
Q7L273,None
P22492,None
Q75N03,Enzyme
Q58FF6,None
Q8TF76,Kinase
Q9UJM8,Enzyme
P22830,Enzyme
Q04756,Enzyme
O75146,None
Q96JK4,None
Q9Y5L2,None
Q01581,Enzyme
Q8WW32,TF
Q8TB92,Enzyme
P82970,None
Q9UGU5,TF
Q95460,None
Q92619,None
P0DMP1,None
P50135,Enzyme
B2RXH8,None
B7ZW38,None
P14866,None
Q9GZV7,None
P00738,None
Q9Y251,Enzyme
Q7LGA3,Enzyme
O75506,None
Q58FG0,None
P04553,None
Q9BQS6,None
P86397,Enzyme
P42357,Enzyme
A0A0B4J1Y9,None
P31275,TF
P01824,None
Q9GZZ0,TF
Q2M3T9,Enzyme
A0A0G2JMI3,None
Q16772,Enzyme
Q8NEC7,Enzyme
Q8NBJ5,Enzyme
Q5T4B2,Enzyme
P09211,Enzyme
Q86UP8,TF
Q9NY64,Transporter
P63252,IC
P48051,IC
P25092,Kinase
P17540,Kinase
Q92522,None
P0C5Y9,None
Q8N257,None
Q6NXT2,None
P0DPK5,None
Q96EW2,None
O14929,Epigenetic
Q9BT25,None
Q9NYQ3,Enzyme
P13716,Enzyme
Q5GLZ8,Enzyme
Q9NQ87,TF
Q9H2X6,Kinase
Q9BQA5,TF
Q8IV36,None
Q9BX68,None
P54198,None
Q53FT3,None
A6NHT5,TF
P0CJ75,None
P09429,TF
Q86YV9,None
Q9Y5N1,GPCR
O14964,Enzyme
Q9BW71,None
P04035,Enzyme
Q6NT76,TF
O00479,None
O97980,None
P0CJ72,None
P35680,TF
Q86VS8,None
Q5SSJ5,None
Q6MZM0,None
P00492,Enzyme
O95714,Enzyme
Q2TB90,Kinase
Q16534,TF
Q96RW7,None
P30519,Enzyme
P05204,None
P0CJ71,None
Q9BUJ2,None
Q86XE5,Enzyme
P26583,TF
O60812,None
Q9BPY8,TF
Q9UJC3,None
A8MVJ9,None
Q96JB3,TF
Q8NE63,Kinase
P15515,None
Q9NQE9,None
Q9NWT6,None
P15516,None
Q6UYE1,None
P01893,None
A2RU54,TF
Q15651,None
P31942,None
Q86X24,None
O14979,None
S4R3Y5,None
P0CJ70,None
P0CJ73,None
Q96ED9,None
Q14541,NR
Q14103,None
Q8IX15,TF
P09601,Enzyme
Q96S86,None
Q86UW8,None
Q9NQG7,None
P0DMV9,None
Q9Y661,Enzyme
Q9Y663,Enzyme
Q58FG1,None
Q03933,TF
P08238,None
Q9UBD0,TF
P11142,None
Q16082,None
Q9UBY9,None
Q0VDF9,None
Q99081,TF
Q9P2D3,None
O43719,None
O43365,TF
Q05925,TF
Q9NP08,TF
P0CJ69,None
P0CJ76,None
Q1KMD3,None
P52597,None
O60760,Enzyme
Q9NWW0,None
Q9BVR0,None
P25021,GPCR
Q92598,None
O00198,None
Q96QI5,Enzyme
O75031,None
Q96JZ2,None
Q9BQS7,None
Q5T8I9,Enzyme
P05546,None
Q9Y5J3,TF
Q30201,None
C9JL84,None
Q9UM44,None
Q9XRX5,None
Q16665,TF
Q99871,None
O00165,None
P02042,None
P04183,Kinase
Q8TDS4,GPCR
Q9P1Z3,IC
Q5H943,None
Q6P597,None
Q9Y2U9,None
Q5TGJ6,Epigenetic
Q9BSH5,Enzyme
P51858,Epigenetic
Q5JT82,TF
Q13351,TF
Q9Y5Z4,None
Q9H8Q6,None
O95600,TF
Q5U5R9,Enzyme
Q13886,TF
Q9NRV9,None
Q2TBA0,None
Q8TDG4,Enzyme
A6NFD8,TF
Q9BQD3,None
O94992,None
Q9UII4,Enzyme
Q58FF7,None
Q9P035,Enzyme
Q9UJ83,Enzyme
O60381,TF
Q99714,Enzyme
Q2M2Z5,None
Q96RR4,Kinase
Q9NSK0,None
Q6PID8,None
Q8IV16,None
Q7Z4H3,None
Q9BXW7,None
Q7Z353,TF
P56524,Epigenetic
Q99612,TF
O75840,TF
Q5T447,Enzyme
Q9Y4D8,Enzyme
Q03164,Epigenetic
Q9UMN6,Epigenetic
Q8NEZ4,Epigenetic
O14686,Epigenetic
Q9NQR1,Epigenetic
Q4FZB7,Epigenetic
Q9H6D7,None
Q7Z4H7,None
P02008,None
P61296,TF
Q9UBN7,Epigenetic
Q8IXV7,None
Q9UBI9,Enzyme
Q13547,Epigenetic
O14901,TF
A0A0U1RQI7,None
P57682,TF
O43474,TF
Q9ULT8,Enzyme
Q86WZ0,None
Q6AI08,None
A2RTY3,None
Q9NXS3,None
Q76N89,Enzyme
Q9H511,None
Q96NJ5,None
Q9ULI3,None
Q2WGJ6,None
O60662,None
Q9P2K6,None
Q9NR64,None
Q86Y97,Epigenetic
P04233,None
B2RPK0,None
P06865,Enzyme
P07686,Enzyme
Q9UBP5,TF
O00291,None
A8MVS5,None
P36551,Enzyme
Q14526,TF
Q5VTY9,Enzyme
P10072,TF
P17693,None
Q8TCT9,Enzyme
Q9NP66,TF
Q9P0W2,TF
P54868,Enzyme
Q8NDA2,None
Q9BTY7,None
Q8IVU3,Enzyme
Q6NVY1,Enzyme
Q9Y241,None
Q4VC39,None
Q969E1,None
A0A0C4DH62,None
Q14774,TF
P02790,None
Q6UWX4,None
Q9P298,None
Q8NCD3,None
P35914,Enzyme
Q96FZ2,Enzyme
Q12766,TF
P19622,TF
P20823,TF
Q86YM7,None
Q8WVB3,Enzyme
P14210,Enzyme
Q96QV1,None
Q9HCP6,Enzyme
A8MV81,None
Q14527,Enzyme
Q58FF8,None
Q969F8,GPCR
P69905,None
P54257,None
P69891,None
P69892,None
Q6MZN7,None
Q9Y5Z7,None
Q9H0B6,None
P0DOY5,None
Q9UBK5,None
Q8WUI4,Epigenetic
Q5VTJ3,None
Q96DB2,Epigenetic
Q8IYD2,None
Q9BQ90,None
Q9UKV0,Epigenetic
Q9Y4X4,TF
Q9Y2Y9,TF
Q92769,Epigenetic
Q9BXL5,None
P81172,None
Q02577,TF
Q6WQI6,None
P05981,Enzyme
Q96MH2,None
O43593,Enzyme
Q53HC5,None
Q96CT2,None
Q0D2K2,None
Q9P2P5,Enzyme
A6NCF5,None
Q8N239,None
Q6PF15,None
Q8N4N3,None
Q9NRZ9,Enzyme
O95198,None
Q9BYK8,Enzyme
P10746,Enzyme
Q9Y5R4,Enzyme
Q02575,TF
Q15034,Enzyme
P09105,None
Q96D42,None
Q8TDQ0,None
O96004,TF
Q14520,Enzyme
Q03014,TF
Q68CP4,Enzyme
Q6EEV4,Enzyme
A6NK44,Enzyme
Q9HC38,Enzyme
P23416,IC
Q9NZD2,None
Q8IXK2,Enzyme
Q49A17,Enzyme
Q6IS24,Enzyme
Q9NWN3,None
Q9NRD1,None
Q8N4B4,None
Q9NRD0,None
Q9BRP7,None
P16591,Kinase
P55075,None
Q13642,None
Q92562,Enzyme
P09038,None
O95302,Enzyme
Q75LS8,None
Q7Z7B0,None
P49326,Enzyme
Q06787,Epigenetic
P49356,Enzyme
P53539,TF
O14772,Enzyme
P36888,Kinase
Q5VTH2,None
Q8TBE3,None
E5RQL4,Enzyme
Q12947,TF
Q12951,TF
O43638,TF
P23945,GPCR
Q6MZW2,None
O95073,None
P09958,Enzyme
Q4VC44,None
Q495W5,Enzyme
Q96CU9,Enzyme
Q9UM11,None
Q96DB9,IC
Q13467,GPCR
Q9BUM1,Enzyme
P04406,Enzyme
Q8TAK5,None
O95257,None
Q96PS6,None
A6NGK3,None
Q9UBA6,None
Q2WGN9,None
Q9YNA8,None
Q13066,None
P22466,None
P54803,Enzyme
Q8N4A0,Enzyme
Q9H706,None
Q75VX8,None
Q5JY77,None
P54826,None
Q96D09,None
O43903,None
P23771,TF
P63211,None
O60262,None
Q8N5D6,Enzyme
O14610,None
P10912,None
Q92847,GPCR
P10075,TF
Q8TAE8,None
Q8NHY3,None
P62685,None
P63126,None
O14976,Kinase
O60318,None
P32239,GPCR
Q68CQ7,Enzyme
Q96MS3,Enzyme
Q9BZE0,TF
Q9BWH2,None
P35637,None
O60883,GPCR
Q96ME1,None
P35575,Enzyme
Q86XJ1,None
P87889,None
Q14353,Enzyme
Q7LDI9,None
Q14435,Enzyme
Q5VVW2,Enzyme
Q86SF2,Enzyme
P01350,None
Q14393,None
P12318,None
O00602,None
Q5XUX1,None
Q5JSP0,None
O95750,None
Q99581,TF
Q99689,None
Q9NWM8,Enzyme
P62942,Enzyme
P68106,Enzyme
Q15007,None
P31512,Enzyme
Q8N0W7,None
P49771,Enzyme
Q99853,TF
Q12952,TF
Q6PIV2,TF
Q2WGJ9,None
Q16676,None
Q9P0K8,TF
O75474,None
O43524,TF
Q5TBA9,None
Q8N475,None
Q68DX3,None
Q9C0B1,Enzyme
Q96CP2,None
P19526,Enzyme
Q9UF56,None
P27469,None
Q6P050,None
O60353,GPCR
O95866,None
Q96DP5,Enzyme
Q8NAU1,None
Q5VTL7,None
Q9Y2H6,None
Q96NB1,None
Q5VYV0,TF
Q6PJQ5,TF
Q9BZ68,None
Q5JV73,None
A2VDF0,Enzyme
Q96AE4,None
Q92945,None
Q9UKT6,None
Q9Y2I7,Kinase
O75955,None
Q96RU3,None
F2Z333,None
Q9BVV2,None
O00358,TF
P32314,TF
Q16595,None
P25090,GPCR
P0C091,None
Q14331,None
A8MWK0,Enzyme
P19883,None
Q8N878,None
Q6ZUT3,None
P07954,Enzyme
Q6P4F1,Enzyme
P51993,Enzyme
Q9NU39,TF
Q6VB84,TF
Q9H469,None
Q8IWF2,Enzyme
Q96I24,None
P58549,IC
Q96PJ5,None
Q6BAA4,None
A6NFH5,None
Q96JP0,None
Q96RJ6,TF
P49789,Enzyme
Q9HCC6,TF
Q92496,None
Q9BXR6,None
Q8TAT2,None
Q6QHK4,TF
Q9NP95,None
Q96SL8,TF
Q96AY3,Enzyme
Q9NZU0,None
Q96HJ9,None
Q99518,Enzyme
Q8N3X1,None
Q4ZHG4,None
P85037,TF
Q9BVA6,Enzyme
P11362,Kinase
P20930,None
Q6UN15,None
Q9NYL4,Enzyme
Q13451,Enzyme
Q5T1M5,None
Q01543,TF
P21333,None
Q9NZU1,None
Q68DA7,None
Q9NZ56,None
O95466,None
O75369,None
Q06828,None
Q5VW36,None
Q8IVH2,TF
Q96NZ1,TF
Q92837,None
Q9HCM7,None
O75636,None
Q86WN1,None
Q8NA97,None
Q5T0N5,None
Q9BSK4,None
Q9UGM5,None
P08620,None
P21802,Kinase
P31371,None
Q96HZ4,TF
P22455,Kinase
Q5HY92,Enzyme
O75344,Enzyme
Q02790,Enzyme
Q96PY5,None
B3EWG3,None
B3EWG5,None
Q14254,None
Q9H479,Kinase
P49354,Enzyme
Q8TF40,None
Q9UBU6,None
P00451,None
P15090,None
Q99877,None
Q969Z0,None
Q9HB96,None
Q9NW38,Enzyme
A8MUU1,None
Q8NFZ0,Enzyme
Q9UKC9,None
Q9UKT7,None
Q6PJ61,None
Q8NI29,None
Q9Y297,None
Q8NEA4,None
Q969H0,None
Q96P31,None
P02771,None
P07332,Kinase
Q92913,None
P21781,None
Q5TGS1,TF
Q14192,None
Q9UBX0,TF
Q5TD97,None
Q9NSA1,None
P51161,None
Q0Z7S8,None
Q8N539,None
Q9NYQ8,None
Q8IX29,None
P24071,None
O75426,None
P12319,None
Q8N531,None
Q96CD0,None
Q9UKT8,None
P57775,None
Q53RD9,None
Q7Z6M2,None
Q8N3Y1,None
Q9Y6R7,None
Q9UK97,None
Q96RD9,None
P35555,None
Q96M78,None
P39748,Enzyme
Q9BYJ0,None
Q13643,None
Q08830,None
Q13045,None
Q9UGQ2,None
Q96A08,None
P62807,None
Q99879,None
Q8NFF5,Enzyme
P0C1H6,None
Q96K12,Enzyme
Q5VT28,None
Q14289,Kinase
Q5TGI0,None
Q8NB91,None
Q8TF61,None
Q6P3S6,None
Q8NEZ5,None
Q92637,None
Q9UJT9,None
Q9HAH7,None
Q5XX13,None
Q8WUP2,None
Q969U6,None
Q9UK96,None
Q96LA6,None
P26885,Enzyme
Q8IVS2,Enzyme
A1XBS5,None
Q6GMR7,Enzyme
Q96KT0,None
P58876,None
Q93079,None
Q71DI3,None
Q92636,None
Q99525,None
Q6NZ36,None
Q53R41,Enzyme
O94887,None
Q9NPI8,None
P37268,Enzyme
P08637,None
Q6DN72,None
Q75N90,None
Q8NFU4,None
Q9BQL6,None
Q15011,None
O00519,Enzyme
Q6ZTR7,None
P98173,None
Q8TDW7,None
Q14296,Kinase
Q14517,None
Q9UH90,None
P23142,None
P55899,None
P0C2W1,None
Q9UKT5,None
Q9UKT4,None
O75015,None
P12314,None
Q9BSE4,None
P02765,None
Q96M96,None
Q6ZNL6,None
Q6ZV73,None
Q03591,None
P36980,None
P22607,Kinase
Q14512,None
Q9UHY8,None
A0PJY2,TF
Q6PIW4,Enzyme
P61328,None
Q96C11,Kinase
Q9H9S5,None
Q01469,None
P23527,None
Q9Y256,Enzyme
Q6P2I3,Enzyme
Q8IYD8,None
Q8IZT9,None
Q9NYY8,Enzyme
O15360,None
Q9BX63,None
Q494R0,None
O94952,None
P98095,None
Q9H4M3,None
Q9UK22,None
Q5XUX0,None
Q9UKB1,None
Q9Y3I1,None
Q8NCQ5,None
P06899,None
Q4G163,None
P06734,None
Q5MNV8,None
P13196,Enzyme
P30273,None
Q6X9E4,None
Q15485,None
Q6P4F2,None
O94868,None
P11487,None
Q14469,TF
P09769,Kinase
O76093,None
P02671,None
P05230,None
O15520,None
Q4L180,None
O14843,GPCR
A5D6W6,None
Q86VR8,None
P0CJ74,None
Q8WVV9,None
Q9NSC5,None
Q9NWY4,None
Q92902,None
Q9UL19,None
Q96KN8,Enzyme
P13985,None
P04196,None
A0A1B0GTS1,None
P17066,None
P48741,None
P04792,None
P31270,TF
P31274,TF
P49639,TF
P14652,TF
P20719,TF
P19367,Kinase
Q8IU81,None
P52790,Kinase
P35557,Kinase
S4R3P1,None
P41235,NR
Q9UBC0,TF
Q8IWW8,Enzyme
P84074,None
Q96IR7,Enzyme
P37235,None
P32754,Enzyme
P00739,None
Q9Y278,Enzyme
O95757,None
Q14568,None
Q96LI6,TF
P23083,None
A0A0C4DH29,None
P0DP06,None
P01742,None
P01817,None
A0A0C4DH32,None
Q7Z6Z7,Enzyme
P09017,TF
P07099,Enzyme
Q96M11,None
Q9BYM8,None
Q9UM19,None
P31943,None
P10915,None
O43390,None
Q8WWQ2,Enzyme
Q9HDD0,None
Q9NWW9,None
P34931,None
C9JCN9,None
Q8IZT8,Enzyme
P35367,GPCR
P54652,None
Q12988,None
O14558,None
Q9UJY1,None
O60921,None
P0DP01,None
A0A0C4DH33,None
P01764,None
A0A0C4DH42,None
P35453,TF
P01825,None
A0A0J9YXX1,None
A0A0J9YVY3,None
Q5T953,None
Q96MM6,None
Q00613,TF
P48723,None
Q9BUP3,Enzyme
Q8NHY5,None
P83110,Enzyme
Q86XA9,None
P01782,None
P01772,None
A0A0B4J1X8,None
A0A075B6Q5,None
A0A0B4J1X5,None
A0A075B6R2,None
P06331,None
P14651,TF
A0A0C4DH38,None
P17483,TF
O75409,None
Q9UHF4,None
O43820,Enzyme
Q14626,None
P42701,None
Q99665,None
P78552,None
A8MTL9,None
Q9NZL4,None
P61978,None
Q969F9,None
O43301,None
Q6P1K1,Transporter
O14792,Enzyme
P34932,None
Q8IVG9,None
P57058,Kinase
P01814,None
P09630,TF
P17509,TF
P01762,None
P09629,TF
P31271,TF
P01768,None
P0DP03,None
A0A0A0MS15,None
P28356,TF
A0A0B4J1V6,None
O43248,TF
A0A0C4DH41,None
Q9H9L3,Enzyme
Q8NFR9,None
O95998,None
Q4G0P3,None
O00219,Enzyme
Q14642,Enzyme
Q9HBG6,None
Q9Y6M1,None
O14602,None
P07910,None
Q8N7B1,None
P0DMR1,None
P52272,None
O60506,None
Q9UPZ3,None
Q00839,None
A0A1B0GWH4,None
Q8TDB4,None
P0DP02,None
A0A0C4DH39,None
A0A0B4J1V2,None
Q9UF12,Enzyme
O14645,None
P22304,Enzyme
O43464,Enzyme
Q96NU7,Enzyme
Q96D96,IC
P0DP08,None
Q00056,TF
P01780,None
P01763,None
P17482,TF
Q9NYD6,TF
P35452,TF
A0A0C4DH34,None
P0DP07,None
A0A087WSY4,None
P31276,TF
P09067,TF
A2RU49,Enzyme
Q2TAA2,Enzyme
Q13907,Enzyme
O60841,None
Q16798,None
Q04637,None
P56537,None
O43432,None
P09912,None
Q5T013,Enzyme
Q13651,None
Q08334,None
Q13261,None
Q9H496,None
Q9P0W0,None
Q8TCB0,None
Q9GZV4,None
Q9Y366,None
Q96ID5,None
Q92743,Enzyme
A0A0C4DH31,None
A0A0B4J1V0,None
A0A0B4J1V1,None
Q9BYI3,None
Q9BTL4,None
P46695,None
P60842,None
P06730,None
Q0D2I5,None
O60573,None
Q9Y547,None
K9M1U5,None
P01854,None
P01857,None
P09913,None
P09565,None
Q13325,None
P78318,None
Q13442,None
Q9NVX0,None
P08397,Enzyme
Q15751,Enzyme
Q86Z02,Kinase
P26927,Enzyme
P49773,None
P09016,TF
P13378,TF
P01767,None
Q6UXL0,None
Q8N6P7,None
Q96RY7,None
P27987,Kinase
Q3MIP1,None
Q15051,None
Q02078,TF
O43187,Kinase
Q9Y616,Kinase
Q6DN90,None
O14770,TF
Q96A47,TF
Q16819,None
Q16820,None
Q2M1V0,TF
P08514,None
P13612,None
P19827,None
Q9NQ76,None
P18084,None
Q6UXX5,None
Q9H9K5,None
P26012,None
Q9NQX7,None
O14713,None
P23229,None
P53708,None
Q13797,None
Q13349,None
P38570,None
P11215,None
Q9BRJ9,TF
Q0VG99,TF
Q5EB52,Enzyme
Q9BR39,None
Q8WXH2,None
Q96JJ6,None
Q96MG2,None
Q9UK76,None
Q00266,Enzyme
Q9UBP8,None
P31153,Enzyme
P00568,Kinase
P54819,Kinase
Q9Y6K8,Kinase
Q96MA6,Kinase
Q9P2N6,None
Q8N6L0,None
Q16773,Enzyme
Q92830,Epigenetic
Q9H1A3,Enzyme
Q8WYB5,Epigenetic
O95251,TF; Epigenetic
Q9BW62,Enzyme
Q8IYT4,Enzyme
Q96I82,Enzyme
Q674X7,None
O75600,Enzyme
Q96EK5,None
Q9NYR9,Enzyme
Q8IY47,None
Q8NAB2,None
Q9NVX7,None
P08581,Kinase
A1L020,None
Q6ZN04,None
Q5U5Q3,Enzyme
P48730,Kinase
Q96MC6,None
Q5SR56,None
P49674,Kinase
Q13303,IC
P78368,Kinase
P55081,None
P55001,None
P55082,None
P55083,None
Q6P2M8,Kinase
Q13361,None
Q8IU85,Kinase
Q8N468,None
Q96NX5,Kinase
Q9UG01,None
P01861,None
Q969P0,None
P0DOX3,None
P08069,Kinase
Q8IYA8,None
Q13422,TF
Q9BYH8,None
P29459,None
P31785,None
Q9UHA7,None
Q9NZH7,None
O60575,Enzyme
Q6UWN8,Enzyme
Q96AB3,Enzyme
Q14680,Kinase
Q14D04,None
B1AKI9,None
P05107,None
P05106,None
Q14624,None
Q86UX2,None
Q08881,Kinase
P26010,None
Q8WWA0,None
O43736,None
Q9Y287,None
Q9UKP3,None
P28290,None
Q13572,Kinase
P20702,None
P26440,Enzyme
Q9NZM3,None
Q9HCE5,Enzyme
Q9H8H3,Enzyme
Q6PHW0,Enzyme
Q8IYV9,None
Q6IE81,Epigenetic
Q9NQC1,Epigenetic
P78504,None
Q9Y219,None
Q86YT9,None
P52333,Kinase
Q9Y624,None
P57087,None
Q9Y4A0,None
Q9BX67,None
Q13387,Enzyme
Q9P055,None
P0C870,None
Q9HDC5,None
Q6NYC1,Enzyme
P17275,TF
P23352,None
P10644,Enzyme
P13861,Enzyme
P22694,Kinase
P22612,Kinase
Q6NY19,None
Q92831,Epigenetic
Q6YP21,Enzyme
Q8N3J2,Enzyme
Q9NRN9,Enzyme
Q9NYS0,Enzyme
Q14722,IC
O43448,IC
Q9Y6M4,Kinase
Q13554,Kinase
Q9GZY8,None
Q16566,Kinase
Q9UNX9,IC
Q99712,IC
Q9NPI9,IC
B7U540,IC
Q08431,None
Q9Y4C4,None
P17658,IC
Q96RP8,IC
Q8IWA4,None
Q16558,IC
O95140,None
Q9NPA1,IC
P48547,IC
P56696,IC
Q9NR82,IC
Q8N5I3,None
Q96KK3,IC
Q7Z4H8,None
Q8NAX2,None
Q9ULH0,Enzyme
P47813,None
Q9H2K0,None
Q8IU54,None
Q8IZJ0,None
P01563,None
Q96FT9,None
Q9NQC8,None
O00458,None
Q5T764,None
Q8IY31,None
Q9P2H3,None
Q6U949,None
Q8TDY8,None
P0CF74,None
P15814,None
A6NGN9,None
Q6UXB1,None
P0DOX6,None
Q5VVH5,Enzyme
Q9UHD0,None
Q9UHF5,None
Q01113,None
P15248,None
A8MYZ5,None
P0C7L1,Enzyme
