accession,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,targetID,isMoA,linkedTargets,id,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget,proteinClass,isActive
O95342,CHEMBL1484,407549,CHEMBL4011663,1,LITERATURE,Toxicol Sci,2.082943E7,10.1093/toxsci/kfq269,102394,Bile salt export pump,CHEMBL6020,Homo sapiens,7900.0,nM,=,5.1,ENSG00000073734,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL1484,CHEMBL1484,O95342,[impc],false,false,Transporter,false
Q13547,CHEMBL1487,417180,CHEMBL2351478,1,LITERATURE,J Med Chem,2.3570542E7,10.1021/jm400179b,12697,Histone deacetylase 1,CHEMBL325,Homo sapiens,11619.0,nM,=,4.93,ENSG00000116478,false,"{[ENSG00000113161], 1}",CHEMBL1487,CHEMBL1487,Q13547,"[impc, ot_genetics_portal, chembl]",false,true,Epigenetic,false
O95342,CHEMBL1491,418414,CHEMBL4017550,1,LITERATURE,Drug Metab Dispos,2.2961681E7,10.1124/dmd.112.047068,102394,Bile salt export pump,CHEMBL6020,Homo sapiens,16000.0,nM,=,4.8,ENSG00000073734,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL1491,CHEMBL1491,O95342,"[uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, uniprot_variants]",false,false,Transporter,false
Q13936,CHEMBL1491,418414,CHEMBL3436222,1,LITERATURE,J Appl Toxicol,2.2761E7,10.1002/jat.2784,169,Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL1940,Homo sapiens,1200.0,nM,=,5.92,ENSG00000151067,true,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL1491,CHEMBL1491,Q13936,"[uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, clingen, chembl]",false,true,IC,true
P07202,CHEMBL1518,421208,CHEMBL3636368,1,LITERATURE,J Med Chem,2.6509551E7,10.1021/acs.jmedchem.5b00963,40,Thyroid peroxidase,CHEMBL1839,Homo sapiens,3380.0,nM,=,5.47,ENSG00000115705,true,"{[ENSG00000115705, ENSG00000211452], 2}",CHEMBL1518,CHEMBL1518,P07202,"[impc, chembl]",false,true,Enzyme,true
P54750,CHEMBL1520,421326,CHEMBL831688,1,LITERATURE,Bioorg Med Chem Lett,1.5837326E7,10.1016/j.bmcl.2005.02.083,104735,Phosphodiesterase 1,CHEMBL2095150,Homo sapiens,230.0,nM,=,6.64,ENSG00000115252,false,"{[ENSG00000138735], 1}",CHEMBL1520,CHEMBL1520,P54750,"[ot_genetics_portal, chembl]",false,true,Enzyme,true
P07550,CHEMBL152067,255378,CHEMBL4306790,1,LITERATURE,ACS Med Chem Lett,3.1223445E7,10.1021/acsmedchemlett.9b00075,43,Beta-2 adrenergic receptor,CHEMBL210,Homo sapiens,900.0,nM,=,6.05,ENSG00000169252,false,,CHEMBL152067,CHEMBL152067,P07550,"[impc, chembl]",false,true,GPCR,false
P08913,CHEMBL15245,15191,CHEMBL647963,1,LITERATURE,Bioorg Med Chem Lett,1.076204E7,10.1016/s0960-894x(00)00068-8,52,Alpha-2a adrenergic receptor,CHEMBL1867,Homo sapiens,0.42,nM,=,9.38,ENSG00000150594,false,,CHEMBL15245,CHEMBL15245,P08913,"[impc, chembl]",false,true,GPCR,true
P08913,CHEMBL15245,15191,CHEMBL648086,1,LITERATURE,J Med Chem,7658428.0,10.1021/jm00018a001,104743,Adrenergic receptor alpha-2,CHEMBL2095158,Homo sapiens,0.4,nM,=,9.4,ENSG00000150594,false,,CHEMBL15245,CHEMBL15245,P08913,"[impc, chembl]",false,true,GPCR,true
P35368,CHEMBL15245,15191,CHEMBL648098,1,LITERATURE,J Med Chem,7658428.0,10.1021/jm00018a001,128,Alpha-1b adrenergic receptor,CHEMBL232,Homo sapiens,1.1,nM,=,8.96,ENSG00000170214,false,,CHEMBL15245,CHEMBL15245,P35368,"[impc, ot_genetics_portal, chembl]",false,true,GPCR,true
O95342,CHEMBL1536,430124,CHEMBL4028921,1,LITERATURE,Toxicol Sci,2.3956101E7,10.1093/toxsci/kft176,102394,Bile salt export pump,CHEMBL6020,Homo sapiens,75800.0,nM,=,4.12,ENSG00000073734,false,"{[ENSG00000111424], 1}",CHEMBL1536,CHEMBL1536,O95342,[impc],false,false,Transporter,false
P07900,CHEMBL1547,437211,CHEMBL3061740,1,LITERATURE,Med Chem Res,,10.1007/s00044-011-9557-9,11213,Heat shock protein HSP 90-alpha,CHEMBL3880,Homo sapiens,12500.0,nM,=,4.9,ENSG00000080824,false,,CHEMBL1547,CHEMBL1547,P07900,[impc],false,false,None,false
Q8TDU6,CHEMBL1551,442013,CHEMBL3406768,1,LITERATURE,Bioorg Med Chem,2.5735208E7,10.1016/j.bmc.2015.01.048,100857,G-protein coupled bile acid receptor 1,CHEMBL5409,Homo sapiens,2390.0,nM,=,5.62,ENSG00000179921,false,"{[ENSG00000012504], 1}",CHEMBL1551,CHEMBL1551,Q8TDU6,"[impc, ot_genetics_portal]",false,false,GPCR,false
P23219,CHEMBL1560,444750,CHEMBL3088743,1,LITERATURE,J Med Chem,2.4088053E7,10.1021/jm400813y,96,Cyclooxygenase-1,CHEMBL221,Homo sapiens,17000.0,nM,=,4.77,ENSG00000095303,false,"{[ENSG00000159640], 1}",CHEMBL1560,CHEMBL1560,P23219,"[impc, chembl]",false,true,Enzyme,false
P47870,CHEMBL1568698,992582,CHEMBL822946,1,LITERATURE,J Med Chem,9016329.0,10.1021/jm960021x,104757,GABA-A receptor; alpha-1/beta-2/gamma-2,CHEMBL2095172,Homo sapiens,260.0,nM,=,6.58,ENSG00000145864,true,"{[ENSG00000022355, ENSG00000145864, ENSG00000113327, ENSG00000166206, ENSG00000109158, ENSG00000182256, ENSG00000268089, ENSG00000011677, ENSG00000094755, ENSG00000187730, ENSG00000163285, ENSG00000163288, ENSG00000102287, ENSG00000151834, ENSG00000186297, ENSG00000145863], 16}",CHEMBL1568698,CHEMBL1568698,P47870,"[eva, orphanet, chembl]",false,true,IC,true
O15245,CHEMBL157101,255904,CHEMBL4009597,1,LITERATURE,J Med Chem,2.8230985E7,10.1021/acs.jmedchem.6b01317,101283,Solute carrier family 22 member 1,CHEMBL5685,Homo sapiens,2600.0,nM,=,5.58,ENSG00000175003,false,"{[], 0}",CHEMBL157101,CHEMBL157101,O15245,[ot_genetics_portal],false,false,Transporter,false
O15439,CHEMBL157101,255904,CHEMBL4028924,1,LITERATURE,Toxicol Sci,2.3956101E7,10.1093/toxsci/kft176,104069,Multidrug resistance-associated protein 4,CHEMBL1743128,Homo sapiens,69000.0,nM,=,4.16,ENSG00000125257,false,"{[], 0}",CHEMBL157101,CHEMBL157101,O15439,"[impc, intogen]",false,false,Transporter,false
P31645,CHEMBL157101,255904,CHEMBL1909109,15,DRUGMATRIX,,,,121,Serotonin transporter,CHEMBL228,Homo sapiens,282.0,nM,=,6.55,ENSG00000108576,false,"{[], 0}",CHEMBL157101,CHEMBL157101,P31645,"[ot_genetics_portal, chembl]",false,true,Transporter,true
P04049,CHEMBL1614710,1037721,CHEMBL2186461,1,LITERATURE,J Med Chem,2.3098265E7,10.1021/jm301085w,10904,Serine/threonine-protein kinase RAF,CHEMBL1906,Homo sapiens,41.0,nM,=,7.39,ENSG00000132155,false,"{[ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 4}",CHEMBL1614710,CHEMBL1614710,P04049,"[intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P14416,CHEMBL1626,469763,CHEMBL1909140,15,DRUGMATRIX,,,,72,Dopamine D2 receptor,CHEMBL217,Homo sapiens,45.0,nM,=,7.35,ENSG00000149295,false,"{[ENSG00000196639], 1}",CHEMBL1626,CHEMBL1626,P14416,"[impc, chembl]",false,true,GPCR,true
O15245,CHEMBL163,88100,CHEMBL2320302,1,LITERATURE,J Med Chem,2.3241029E7,10.1021/jm301302s,101283,Solute carrier family 22 member 1,CHEMBL5685,Homo sapiens,33900.0,nM,=,4.47,ENSG00000175003,false,"{[ENSG00000160868, ENSG00000106258, ENSG00000021461, ENSG00000160870], 4}",CHEMBL163,CHEMBL163,O15245,"[impc, ot_genetics_portal]",false,false,Transporter,false
Q86VL8,CHEMBL163,88100,CHEMBL2320300,1,LITERATURE,J Med Chem,2.3241029E7,10.1021/jm301302s,104068,Multidrug and toxin extrusion protein 2,CHEMBL1743127,Homo sapiens,4400.0,nM,=,5.36,ENSG00000180638,false,"{[ENSG00000160868, ENSG00000106258, ENSG00000021461, ENSG00000160870], 4}",CHEMBL163,CHEMBL163,Q86VL8,[impc],false,false,Transporter,false
Q15303,CHEMBL1645462,1060577,CHEMBL1053596,1,LITERATURE,J Med Chem,1.9821562E7,10.1021/jm9010065,12699,Receptor protein-tyrosine kinase erbB-4,CHEMBL3009,Homo sapiens,190.0,nM,=,6.72,ENSG00000178568,true,"{[ENSG00000141736, ENSG00000178568, ENSG00000146648], 3}",CHEMBL1645462,CHEMBL1645462,Q15303,"[impc, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P10276,CHEMBL1657,495572,CHEMBL1011984,1,LITERATURE,Bioorg Med Chem Lett,1.9058965E7,10.1016/j.bmcl.2008.11.040,57,Retinoic acid receptor alpha,CHEMBL2055,Homo sapiens,63.0,nM,=,7.2,ENSG00000131759,true,"{[ENSG00000172819, ENSG00000077092, ENSG00000131759], 3}",CHEMBL1657,CHEMBL1657,P10276,"[ot_genetics_portal, chembl, cancer_gene_census]",false,true,NR,true
P35498,CHEMBL170,255947,CHEMBL806152,1,LITERATURE,J Med Chem,2579237.0,10.1021/jm00381a019,104837,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,Homo sapiens,4400.0,nM,=,5.36,ENSG00000144285,false,,CHEMBL170,CHEMBL170,P35498,"[impc, eva, chembl]",false,true,IC,true
P37231,CHEMBL1715,550857,CHEMBL656373,1,LITERATURE,J Med Chem,1.1906293E7,10.1021/jm010490l,105089,RXR alpha/PPAR gamma,CHEMBL2111394,Homo sapiens,490.0,nM,=,6.31,ENSG00000132170,true,"{[ENSG00000132170], 1}",CHEMBL1715,CHEMBL1715,P37231,"[impc, eva, ot_genetics_portal, chembl, cancer_gene_census]",false,true,NR,true
P37231,CHEMBL1715,550857,CHEMBL759446,1,LITERATURE,Bioorg Med Chem Lett,1.0714503E7,10.1016/s0960-894x(00)00003-2,133,Peroxisome proliferator-activated receptor gamma,CHEMBL235,Homo sapiens,7600.0,nM,=,5.12,ENSG00000132170,true,"{[ENSG00000132170], 1}",CHEMBL1715,CHEMBL1715,P37231,"[impc, eva, ot_genetics_portal, chembl, cancer_gene_census]",false,true,NR,false
P00533,CHEMBL17157,19569,CHEMBL1909203,15,DRUGMATRIX,,,,9,Epidermal growth factor receptor erbB1,CHEMBL203,Homo sapiens,3566.0,nM,=,5.45,ENSG00000146648,false,"{[ENSG00000196639], 1}",CHEMBL17157,CHEMBL17157,P00533,"[intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P08183,CHEMBL17157,19569,CHEMBL754160,1,LITERATURE,J Med Chem,1.2699389E7,10.1021/jm021012t,11398,P-glycoprotein 1,CHEMBL4302,Homo sapiens,1100.0,nM,=,5.96,ENSG00000085563,false,"{[ENSG00000196639], 1}",CHEMBL17157,CHEMBL17157,P08183,"[impc, chembl]",false,true,Transporter,false
P04629,CHEMBL1721885,1102616,CHEMBL1908505,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11902,Nerve growth factor receptor Trk-A,CHEMBL2815,Homo sapiens,480.0,nM,=,6.32,ENSG00000198400,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL1721885,CHEMBL1721885,P04629,"[impc, eva, orphanet, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P11362,CHEMBL1721885,1102616,CHEMBL1908829,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10266,Fibroblast growth factor receptor 1,CHEMBL3650,Homo sapiens,1900.0,nM,=,5.72,ENSG00000077782,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL1721885,CHEMBL1721885,P11362,"[impc, eva, intogen, gene2phenotype, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P23443,CHEMBL1721885,1102616,CHEMBL1908603,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12944,Ribosomal protein S6 kinase 1,CHEMBL4501,Homo sapiens,150.0,nM,=,6.82,ENSG00000108443,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL1721885,CHEMBL1721885,P23443,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
P35590,CHEMBL1721885,1102616,CHEMBL1908714,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100906,Tyrosine-protein kinase receptor Tie-1,CHEMBL5274,Homo sapiens,5700.0,nM,=,5.24,ENSG00000066056,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL1721885,CHEMBL1721885,P35590,[impc],false,false,Kinase,false
P78368,CHEMBL1721885,1102616,CHEMBL1063704,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,11629,Casein kinase I gamma 2,CHEMBL2543,Homo sapiens,790.0,nM,=,6.1,ENSG00000133275,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL1721885,CHEMBL1721885,P78368,[impc],false,false,Kinase,false
Q13188,CHEMBL1721885,1102616,CHEMBL1063805,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,10277,Serine/threonine-protein kinase MST2,CHEMBL4708,Homo sapiens,65.0,nM,=,7.19,ENSG00000104375,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL1721885,CHEMBL1721885,Q13188,[impc],false,false,Kinase,false
Q8IWQ3,CHEMBL1721885,1102616,CHEMBL1061136,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,100850,BR serine/threonine-protein kinase 2,CHEMBL4574,Homo sapiens,4100.0,nM,=,5.39,ENSG00000174672,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL1721885,CHEMBL1721885,Q8IWQ3,[ot_genetics_portal],false,false,Kinase,false
Q9HAZ1,CHEMBL1721885,1102616,CHEMBL1908822,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30036,Dual specificity protein kinase CLK4,CHEMBL4203,Homo sapiens,250.0,nM,=,6.6,ENSG00000113240,false,"{[ENSG00000122025, ENSG00000113721, ENSG00000134853, ENSG00000157404, ENSG00000102755, ENSG00000037280, ENSG00000128052], 7}",CHEMBL1721885,CHEMBL1721885,Q9HAZ1,[ot_genetics_portal],false,false,Kinase,false
O15439,CHEMBL1726,554892,CHEMBL4028924,1,LITERATURE,Toxicol Sci,2.3956101E7,10.1093/toxsci/kft176,104069,Multidrug resistance-associated protein 4,CHEMBL1743128,Homo sapiens,16500.0,nM,=,4.78,ENSG00000125257,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL1726,CHEMBL1726,O15439,"[impc, intogen]",false,false,Transporter,false
P35498,CHEMBL1726,554892,CHEMBL806152,1,LITERATURE,J Med Chem,2579237.0,10.1021/jm00381a019,104837,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,Homo sapiens,26000.0,nM,=,4.58,ENSG00000144285,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL1726,CHEMBL1726,P35498,"[uniprot_literature, impc, eva, orphanet, clingen, chembl, uniprot_variants]",false,true,IC,false
Q12809,CHEMBL1726,554892,CHEMBL827807,1,LITERATURE,Bioorg Med Chem Lett,1.5324906E7,10.1016/j.bmcl.2004.06.070,165,HERG,CHEMBL240,Homo sapiens,23000.0,nM,=,4.64,ENSG00000055118,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL1726,CHEMBL1726,Q12809,"[uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, clingen, chembl, eva_somatic, uniprot_variants]",false,true,IC,true
Q14524,CHEMBL1729,557741,CHEMBL3430574,1,LITERATURE,Cardiovasc Res,2.1300721E7,10.1093/cvr/cvr044,11480,Sodium channel protein type V alpha subunit,CHEMBL1980,Homo sapiens,14700.0,nM,=,4.83,ENSG00000183873,false,"{[ENSG00000164270], 1}",CHEMBL1729,CHEMBL1729,Q14524,"[impc, chembl]",false,true,IC,true
P04629,CHEMBL1738757,1117804,CHEMBL5133789,1,LITERATURE,Bioorg Med Chem,3.5033885E7,10.1016/j.bmc.2021.116596,11902,Nerve growth factor receptor Trk-A,CHEMBL2815,Homo sapiens,5.5,nM,=,8.26,ENSG00000198400,false,"{[ENSG00000097007], 1}",CHEMBL1738757,CHEMBL1738757,P04629,"[impc, eva, orphanet, intogen, chembl, cancer_gene_census]",false,true,Kinase,true
P35968,CHEMBL1738797,1117844,CHEMBL4378239,1,LITERATURE,J Med Chem,3.141913E7,10.1021/acs.jmedchem.9b00446,10980,Vascular endothelial growth factor receptor 2,CHEMBL279,Homo sapiens,1400.0,nM,=,5.85,ENSG00000128052,false,"{[ENSG00000171094, ENSG00000165731, ENSG00000143924], 3}",CHEMBL1738797,CHEMBL1738797,P35968,"[uniprot_literature, intogen, ot_genetics_portal, chembl, uniprot_variants, eva_somatic, cancer_gene_census]",false,true,Kinase,false
Q9HC35,CHEMBL1738797,1117844,CHEMBL3748820,1,LITERATURE,J Med Chem,2.6568289E7,10.1021/acs.jmedchem.5b01136,117043,EML4-ALK,CHEMBL3883330,Homo sapiens,2.0,nM,=,8.7,ENSG00000143924,true,"{[ENSG00000171094, ENSG00000165731, ENSG00000143924], 3}",CHEMBL1738797,CHEMBL1738797,Q9HC35,"[chemicalProbes, chembl, cancer_gene_census]",true,true,None,true
P06858,CHEMBL175247,293438,CHEMBL4385277,1,LITERATURE,ACS Med Chem Lett,3.0613337E7,10.1021/acsmedchemlett.8b00424,232,Lipoprotein lipase,CHEMBL2060,Homo sapiens,66.0,nM,=,7.18,ENSG00000175445,false,"{[ENSG00000182333, ENSG00000175535], 2}",CHEMBL175247,CHEMBL175247,P06858,"[uniprot_literature, impc, ot_genetics_portal, uniprot_variants]",false,false,Enzyme,true
P16233,CHEMBL175247,293438,CHEMBL4385278,1,LITERATURE,ACS Med Chem Lett,3.0613337E7,10.1021/acsmedchemlett.8b00424,77,Pancreatic lipase,CHEMBL1812,Homo sapiens,6.0,nM,=,8.22,ENSG00000175535,true,"{[ENSG00000182333, ENSG00000175535], 2}",CHEMBL175247,CHEMBL175247,P16233,"[impc, chembl]",false,true,Enzyme,true
Q9BV23,CHEMBL175247,293438,CHEMBL3614949,1,LITERATURE,Bioorg Med Chem,2.6344596E7,10.1016/j.bmc.2015.08.030,105457,Monoacylglycerol lipase ABHD6,CHEMBL2189127,Homo sapiens,13.18,nM,=,7.88,ENSG00000163686,false,"{[ENSG00000182333, ENSG00000175535], 2}",CHEMBL175247,CHEMBL175247,Q9BV23,[impc],false,false,Enzyme,true
P40763,CHEMBL1762621,1139916,CHEMBL4193074,1,LITERATURE,J Nat Prod,2.8753294E7,10.1021/acs.jnatprod.7b00271,11472,Signal transducer and activator of transcription 3,CHEMBL4026,Homo sapiens,2380.0,nM,=,5.62,ENSG00000168610,false,"{[ENSG00000116044, ENSG00000079999, ENSG00000132170, ENSG00000104365], 4}",CHEMBL1762621,CHEMBL1762621,P40763,"[intogen, ot_genetics_portal, chembl, cancer_gene_census]",false,true,TF,true
P05186,CHEMBL1770,596044,CHEMBL1068637,1,LITERATURE,Bioorg Med Chem,1.9781951E7,10.1016/j.bmc.2009.08.048,101624,"Alkaline phosphatase, tissue-nonspecific isozyme",CHEMBL5979,Homo sapiens,16000.0,nM,=,4.8,ENSG00000162551,false,"{[], 0}",CHEMBL1770,CHEMBL1770,P05186,[impc],false,false,Enzyme,false
P04629,CHEMBL1789941,1153572,CHEMBL1908505,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11902,Nerve growth factor receptor Trk-A,CHEMBL2815,Homo sapiens,1500.0,nM,=,5.82,ENSG00000198400,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,P04629,"[impc, eva, orphanet, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P29597,CHEMBL1789941,1153572,CHEMBL4022972,1,LITERATURE,J Med Chem,2.9298069E7,10.1021/acs.jmedchem.7b01598,108405,JAK1/TYK2,CHEMBL3301391,Homo sapiens,194.0,nM,=,6.71,ENSG00000105397,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,P29597,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,false
P29597,CHEMBL1789941,1153572,CHEMBL3118991,1,LITERATURE,Bioorg Med Chem Lett,2.4461299E7,10.1016/j.bmcl.2014.01.001,12694,Tyrosine-protein kinase TYK2,CHEMBL3553,Homo sapiens,0.4,nM,=,9.4,ENSG00000105397,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,P29597,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,true
P46734,CHEMBL1789941,1153572,CHEMBL1908591,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10478,Dual specificity mitogen-activated protein kinase kinase 3,CHEMBL2109,Homo sapiens,470.0,nM,=,6.33,ENSG00000034152,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,P46734,[eva_somatic],false,false,Kinase,false
P57078,CHEMBL1789941,1153572,CHEMBL1908460,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101434,Receptor-interacting serine/threonine-protein kinase 4,CHEMBL6083,Homo sapiens,2100.0,nM,=,5.68,ENSG00000183421,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,P57078,[ot_genetics_portal],false,false,Kinase,false
Q14164,CHEMBL1789941,1153572,CHEMBL1908771,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12915,Inhibitor of nuclear factor kappa B kinase epsilon subunit,CHEMBL3529,Homo sapiens,1200.0,nM,=,5.92,ENSG00000263528,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,Q14164,"[impc, ot_genetics_portal]",false,false,Kinase,false
Q9HAZ1,CHEMBL1789941,1153572,CHEMBL1908822,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30036,Dual specificity protein kinase CLK4,CHEMBL4203,Homo sapiens,1700.0,nM,=,5.77,ENSG00000113240,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,Q9HAZ1,[ot_genetics_portal],false,false,Kinase,false
Q9NSY1,CHEMBL1789941,1153572,CHEMBL1908806,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30042,BMP-2-inducible protein kinase,CHEMBL4522,Homo sapiens,210.0,nM,=,6.68,ENSG00000138756,false,"{[ENSG00000162434, ENSG00000096968], 2}",CHEMBL1789941,CHEMBL1789941,Q9NSY1,"[impc, ot_genetics_portal]",false,false,Kinase,false
O00506,CHEMBL180022,299120,CHEMBL1908756,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101231,Serine/threonine-protein kinase 25,CHEMBL5552,Homo sapiens,12.0,nM,=,7.92,ENSG00000115694,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,O00506,[ot_genetics_portal],false,false,Kinase,true
P07947,CHEMBL180022,299120,CHEMBL1908715,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,18033,Tyrosine-protein kinase YES,CHEMBL2073,Homo sapiens,240.0,nM,=,6.62,ENSG00000176105,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,P07947,"[ot_genetics_portal, chembl]",false,true,Kinase,false
P08581,CHEMBL180022,299120,CHEMBL1908491,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11451,Hepatocyte growth factor receptor,CHEMBL3717,Homo sapiens,4000.0,nM,=,5.4,ENSG00000105976,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,P08581,"[uniprot_literature, impc, eva, orphanet, intogen, gene2phenotype, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,false
P12931,CHEMBL180022,299120,CHEMBL1908713,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10434,Tyrosine-protein kinase SRC,CHEMBL267,Homo sapiens,4100.0,nM,=,5.39,ENSG00000197122,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,P12931,"[impc, eva, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
Q8TDR2,CHEMBL180022,299120,CHEMBL1908408,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101270,Serine/threonine-protein kinase 35,CHEMBL5651,Homo sapiens,4500.0,nM,=,5.35,ENSG00000125834,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,Q8TDR2,[ot_genetics_portal],false,false,Kinase,false
Q9H0K1,CHEMBL180022,299120,CHEMBL1908792,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101504,Serine/threonine-protein kinase SIK2,CHEMBL5699,Homo sapiens,3300.0,nM,=,5.48,ENSG00000170145,false,"{[ENSG00000146648, ENSG00000141736, ENSG00000178568], 3}",CHEMBL180022,CHEMBL180022,Q9H0K1,[impc],false,false,Kinase,false
