drugId,target_chembl_id,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa_aggr,target_chembl_id_moa_aggr,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated,related_target_chembl_id,accession_related
CHEMBL1351,CHEMBL2903,6.40,6.40,6.4,Small molecule,4.0,true,CHEMBL1614240,F,Homo sapiens,Arachidonate 15-lipoxygenase,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P16050,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL2311221,false,ENSG00000161905,false,false,true,true,false,,181,,,,impc,"","MONDO_0002928, MONDO_0005147, EFO_0000181, EFO_1000796, EFO_1000292, EFO_0002939, EFO_0000691, EFO_0000681, EFO_0003859, EFO_1001961, EFO_0000196, MONDO_0021043, EFO_1001951, EFO_0000707, MONDO_0002367, MONDO_0016717, MONDO_0021311, EFO_0005088, MONDO_0004992, EFO_0000673, EFO_0008524, MONDO_0016700, MONDO_0002108, MONDO_0004669, EFO_0007535, MONDO_0021364, MONDO_0001402, MONDO_0000831, EFO_1001931, EFO_0002499, EFO_0000222, EFO_0000466, EFO_0005537, EFO_0003032, EFO_0000308, Orphanet_145, MONDO_0021657, EFO_0003863, EFO_0003817, MONDO_0000873, EFO_0004272, EFO_0000571, MONDO_0008903, EFO_1000043, EFO_0000537, EFO_0001663, EFO_0004252, EFO_0000549, EFO_0002916, MONDO_0008627, EFO_0004281, MONDO_0001187, MONDO_0002691, EFO_1001471, MONDO_0004192, MONDO_0021092, EFO_0001061, MONDO_0001370, EFO_1000028, EFO_0000228, EFO_0004230, EFO_0003869, MONDO_0004986, EFO_0000326, EFO_1000613, EFO_0003826, EFO_1000158, MONDO_0011962, MONDO_0003478, EFO_1001469, EFO_0000305, EFO_0000198, EFO_0004284, MONDO_0002974, EFO_0008528, EFO_0004149, EFO_1001465, EFO_0000588, EFO_1000576, EFO_0002618, MONDO_0001879, MONDO_0007254, EFO_0001416, MONDO_0018364, EFO_0006861, MONDO_0001056, MONDO_0003510, MONDO_0005411, EFO_0003060, EFO_0006352, EFO_0000272, EFO_1001331, EFO_0009637, EFO_0000708, EFO_0000432, MONDO_0008315, EFO_0005952, EFO_0003050, EFO_0009254, MONDO_0003751, EFO_0007416, MONDO_0024503, EFO_0005950, EFO_0001378, EFO_0000702, MONDO_0002087, MONDO_0002715, EFO_0005543, MONDO_0002038, EFO_0003893, EFO_0002617, MONDO_0003196, EFO_0000770, EFO_0000183, EFO_0001075, EFO_0003100, MONDO_0003001, EFO_1001187, EFO_0000403, EFO_0000309, MONDO_0002358, EFO_1001767, EFO_0005567, MONDO_0002158, EFO_0000637, EFO_0000389, EFO_0005235, EFO_0004243, EFO_1000251, EFO_0000616, MONDO_0019004, MONDO_0002120, EFO_0000501, EFO_0005221, EFO_0000514, EFO_1001100, EFO_0002501, EFO_0000701, EFO_1000984, MONDO_0021117, MONDO_0044926, MONDO_0100342, EFO_0000564, EFO_1000581, EFO_0000502, MONDO_0009348, EFO_0003868, EFO_0000519, EFO_0000313, MONDO_0018944, EFO_0000621, EFO_0003833, EFO_0000199, MONDO_0011719, EFO_0005922, EFO_0002938, EFO_1001512, EFO_1001968, EFO_1001956, MONDO_0001657, MONDO_0007576, MONDO_0008170, EFO_0000096, MONDO_0002898, EFO_0000630, EFO_0002428, EFO_0000641, EFO_0003897, EFO_0003843, MONDO_0044704, EFO_0000565, EFO_0006859, EFO_0000574, MONDO_0018906, MONDO_0001528, MONDO_0019471, MONDO_0008380, EFO_0006772, EFO_0000764, EFO_0000756, EFO_0000182","",""
CHEMBL219916,CHEMBL234,8.46,8.46,8.46,Small molecule,4.0,true,CHEMBL675050,B,Homo sapiens,Dopamine D3 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35462,GPCR,TRUE,TRUE,ANTAGONIST,CHEMBL217,false,ENSG00000151577,false,true,true,true,false,1,10,,,,"ot_genetics_portal, chembl",ENSG00000149295,"EFO_0003948, MONDO_0005180, EFO_0003917, EFO_0003929, EFO_0003840, EFO_1000948, EFO_0008533, EFO_1000948, EFO_1001463, EFO_0010282","CHEMBL2331075, CHEMBL2096905, CHEMBL2097165, CHEMBL2095169","P35462, P14416"
CHEMBL924,CHEMBL1293235,6.20,6.20,6.2,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,INHIBITOR,CHEMBL1782,false,ENSG00000160789,false,false,true,true,false,1,55,,,,"uniprot_literature, impc, eva, orphanet, ot_genetics_portal, gene2phenotype, uniprot_variants, cancer_gene_census",ENSG00000160752,"EFO_0000228, EFO_0000588, EFO_0003820, EFO_0000564, EFO_0004259, MONDO_0008310, EFO_0001416, EFO_0003863, EFO_0005952, EFO_0003843, EFO_0003882, MONDO_0011382, EFO_1001998, EFO_1001147, EFO_0004252, EFO_1001919, EFO_0000691, EFO_0003060, EFO_0003869, EFO_0000681, EFO_0000196, MONDO_0019019, MONDO_0021165, MONDO_0044903, MONDO_0008315, EFO_0002430, MONDO_0002974, EFO_0004261, EFO_0000182, MONDO_0002171, EFO_0000685, EFO_0003931, EFO_0003922, EFO_0000673, EFO_0009708, EFO_0001365, MONDO_0008903, HP_0000938, EFO_0001663, EFO_0000637, EFO_0001378, EFO_0009870, MONDO_0020732, Orphanet_848, HP_0003419, EFO_0006738, MONDO_0007254, EFO_0000333, EFO_0003854, EFO_0004260, EFO_0000621, EFO_0000432, MONDO_0002367, EFO_0000174, EFO_1000786","",""
CHEMBL1294,CHEMBL289,"7.70, 7.60",7.70,7.6,Small molecule,4.0,true,CHEMBL3389067,A,Homo sapiens,Cytochrome P450 2D6,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10635,Enzyme,TRUE,TRUE,BLOCKER,CHEMBL2331043,false,ENSG00000100197,false,false,true,true,true,10,18,,,,"ot_genetics_portal, chemicalProbes","ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0001068, EFO_0004278, HP_0004308, EFO_0004287, HP_0002019, EFO_0000275, EFO_0004269, MONDO_0004976, EFO_1001413, EFO_0000612, MONDO_0004976, MONDO_0002050, MONDO_0005277, MONDO_0002009, MONDO_0005301, EFO_1001249, EFO_0003758, EFO_0004197",CHEMBL4523986,P08684
CHEMBL90,CHEMBL264,7.11,7.11,7.11,Small molecule,4.0,true,CHEMBL695765,B,Homo sapiens,Histamine H3 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9Y5N1,GPCR,TRUE,TRUE,AGONIST,CHEMBL231,false,ENSG00000101180,false,true,true,true,false,1,13,,,,"impc, chembl",ENSG00000196639,"MONDO_0005271, EFO_0000389, EFO_0000616, MONDO_0004979, EFO_0000565, MONDO_0002367, EFO_0004616, EFO_0005952, EFO_0003956, EFO_0000678, MP_0001845, EFO_0005854, MONDO_0005301",CHEMBL2111378,Q9H3N8
CHEMBL4084907,CHEMBL2111367,7.77,7.77,7.77,Small molecule,2.0,false,CHEMBL4019300,B,Homo sapiens,PI3-kinase p110-alpha/p85-alpha,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,P27986,Kinase,TRUE,TRUE,"","",false,ENSG00000145675,false,true,true,true,false,,5,,,,"impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census","","EFO_0005952, EFO_0000574, EFO_0000519, EFO_0000616, MONDO_0007254","CHEMBL2506, CHEMBL4296106, CHEMBL3885616, CHEMBL4005, CHEMBL2111432, CHEMBL3559703, CHEMBL3038510","P42336, P27986"
CHEMBL413965,CHEMBL221,6.05,6.05,6.05,Small molecule,4.0,true,CHEMBL1909130,B,Homo sapiens,Cyclooxygenase-1,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P23219,Enzyme,TRUE,TRUE,"","",false,ENSG00000095303,false,true,true,true,false,,6,,,,"impc, chembl","","EFO_0003843, MONDO_0004992, HP_0001919, HP_0002829, HP_0001907, HP_0003326","CHEMBL2094253, CHEMBL4523964",P35354
CHEMBL1908373,CHEMBL1871,6.57,6.57,6.57,Small molecule,4.0,true,CHEMBL648331,B,Homo sapiens,Androgen Receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10275,NR,TRUE,TRUE,ANTAGONIST,CHEMBL208,false,ENSG00000169083,false,true,true,true,false,1,3,,,,"impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census",ENSG00000082175,"EFO_0000616, EFO_0000196, MONDO_0007254","CHEMBL5169084, CHEMBL4296118, CHEMBL4523730, CHEMBL4523684, CHEMBL4523653",P10275
CHEMBL717,CHEMBL1871,8.21,8.21,8.21,Small molecule,4.0,true,CHEMBL647869,F,Homo sapiens,Androgen Receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P10275,NR,TRUE,TRUE,AGONIST,CHEMBL208,false,ENSG00000169083,false,true,true,true,false,1,32,,,,"impc, eva, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census",ENSG00000082175,"MONDO_0011962, EFO_0000536, MONDO_0007915, EFO_0000198, EFO_0000545, EFO_0000400, EFO_0000616, HP_0031217, HP_0000132, EFO_0001065, EFO_0000180, EFO_0000764, EFO_1001375, HP_0008209, EFO_0003843, EFO_0000681, EFO_0000537, EFO_0003882, MONDO_0019499, EFO_0002890, MP_0001914, MONDO_0002367, EFO_0000673, MONDO_0000831, EFO_0001645, HP_0003124, EFO_0004230, EFO_0003877, MONDO_0004975, EFO_0002950, EFO_0003777, EFO_0003922","CHEMBL5169084, CHEMBL4296118, CHEMBL4523730, CHEMBL4523684, CHEMBL4523653",P10275
CHEMBL75094,CHEMBL333,9.30,9.30,9.3,Small molecule,3.0,false,CHEMBL715838,B,Homo sapiens,Matrix metalloproteinase-2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P08253,Enzyme,TRUE,TRUE,"","",false,ENSG00000087245,false,true,false,true,false,,3,,,,chembl,"","MONDO_0008315, MONDO_0008903, EFO_1000158","CHEMBL4523971, CHEMBL4523984, CHEMBL2111321, CHEMBL4523972, CHEMBL4523970, CHEMBL3885505, CHEMBL2095216","P08253, P08254, P50281"
CHEMBL214332,CHEMBL4644,7.52,7.52,7.52,Protein,1.0,false,CHEMBL838232,F,Homo sapiens,Melanocortin receptor 3,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P41968,GPCR,TRUE,TRUE,"","",false,ENSG00000124089,false,true,false,true,false,,1,,,,chembl,"",HP_0001919,"CHEMBL4523974, CHEMBL2111323","P33032, P32245"
CHEMBL750,CHEMBL261,"7.25, 7.25, 7.25, 7.25, 7.25, 7.25",7.25,7.25,Small molecule,4.0,true,CHEMBL1036957,B,Homo sapiens,Carbonic anhydrase I,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00915,Enzyme,TRUE,TRUE,BLOCKER,CHEMBL2331043,false,ENSG00000133742,false,true,false,true,false,10,19,,,,chembl,"ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313","EFO_0004238, EFO_0003768, HP_0001250, MONDO_0002046, EFO_0004319, EFO_0000474, EFO_0001073, MONDO_0005090, EFO_0003108, EFO_0004566, HP_0007359, MONDO_0005180, MONDO_0007079, EFO_0005203, EFO_1001254, MONDO_0005277, EFO_0005411, EFO_0002610, EFO_1000877",CHEMBL2095180,P00918
CHEMBL193,CHEMBL1293224,"5.40, 5.10",5.40,5.1,Small molecule,4.0,true,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,TRUE,TRUE,BLOCKER,CHEMBL2095229,false,ENSG00000186868,false,false,true,true,false,4,18,,,,"impc, ot_genetics_portal","ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001","MONDO_0018479, HP_0000093, EFO_1001145, EFO_0000401, EFO_0003917, EFO_1001375, EFO_0003890, EFO_0004263, EFO_0009660, EFO_0007442, HP_0012390, MONDO_0005149, EFO_0000668, EFO_0003884, EFO_0004225, EFO_0000319, EFO_0000537, EFO_0004253","CHEMBL4296123, CHEMBL4296122, CHEMBL4296124",P10636
CHEMBL1557,CHEMBL1293224,6.45,6.45,6.45,Small molecule,4.0,true,CHEMBL1614421,B,Homo sapiens,Microtubule-associated protein tau,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P10636,None,TRUE,TRUE,AGONIST,CHEMBL213,false,ENSG00000186868,false,false,true,true,false,1,4,,,,"eva, ot_genetics_portal",ENSG00000043591,"MONDO_0005180, EFO_0000612, EFO_0000373, EFO_1002048","CHEMBL4296123, CHEMBL4296122, CHEMBL4296124",P10636
CHEMBL3099695,CHEMBL2722,"9.70, 9.70, 8.92, 8.05",9.70,8.92,Small molecule,4.0,true,CHEMBL3418338,B,Homo sapiens,Cytochrome P450 11B2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P19099,None,TRUE,TRUE,INHIBITOR,CHEMBL1908,false,ENSG00000179142,false,true,true,true,false,1,9,,,,"uniprot_literature, impc, eva, ot_genetics_portal, chembl, uniprot_variants",ENSG00000160882,"EFO_0003086, EFO_0000537, EFO_0005539, HP_0011736, EFO_1001110, EFO_0001421, MONDO_0001134, EFO_0003099, EFO_1001110","",""
CHEMBL134561,CHEMBL202,6.11,6.11,6.11,Small molecule,3.0,false,CHEMBL1821392,B,Homo sapiens,Dihydrofolate reductase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00374,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL2364669,false,ENSG00000228716,false,true,false,true,false,0,4,,,,chembl,"","EFO_0000701, EFO_1001865, EFO_0000771, EFO_0000544","",""
CHEMBL392158,CHEMBL217,10.01,10.01,10.01,Small molecule,2.0,false,CHEMBL3265956,B,Homo sapiens,Dopamine D2 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P14416,GPCR,TRUE,TRUE,"","",false,ENSG00000149295,false,true,true,true,false,,2,,,,"impc, chembl","","EFO_0001074, EFO_0001073","CHEMBL4296096, CHEMBL2095396, CHEMBL2111341, CHEMBL2331075, CHEMBL2096905, CHEMBL2111468, CHEMBL2111460, CHEMBL2095169, CHEMBL3038478",P14416
CHEMBL220492,CHEMBL2326,"9.05, 9.05, 9.05, 9.05",9.05,9.05,Small molecule,4.0,true,CHEMBL2050862,B,Homo sapiens,Carbonic anhydrase VII,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P43166,Enzyme,TRUE,TRUE,"INHIBITOR, ANTAGONIST, BLOCKER, POSITIVE MODULATOR","CHEMBL2109241, CHEMBL2096670, CHEMBL2331043, CHEMBL2093872, CHEMBL3729, CHEMBL205",false,ENSG00000168748,false,true,false,true,false,37,44,,,,chembl,"ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313, ENSG00000022355, ENSG00000145864, ENSG00000113327, ENSG00000166206, ENSG00000109158, ENSG00000182256, ENSG00000268089, ENSG00000011677, ENSG00000094755, ENSG00000187730, ENSG00000163285, ENSG00000163288, ENSG00000102287, ENSG00000151834, ENSG00000186297, ENSG00000145863, ENSG00000171189, ENSG00000105737, ENSG00000149403, ENSG00000164418, ENSG00000163873, ENSG00000167434, ENSG00000104267, ENSG00000152578, ENSG00000125675, ENSG00000120251, ENSG00000155511","HP_0011868, EFO_0007191, MONDO_0002046, EFO_0005203, EFO_0001073, MONDO_0005180, MONDO_0021187, EFO_0007262, MONDO_0005277, EFO_0004895, EFO_0004211, EFO_0001063, MONDO_0005299, MONDO_0008300, HP_0002315, EFO_0005204, EFO_0004263, MONDO_0005148, EFO_0000400, EFO_0004701, EFO_0004242, EFO_0001358, EFO_0004329, EFO_0005230, EFO_0003768, EFO_0000474, HP_0100543, EFO_0003843, EFO_0005207, MONDO_0002050, MONDO_0005090, EFO_0004319, EFO_0001421, EFO_0004699, EFO_0003108, EFO_0000195, MONDO_0016532, MONDO_0005301, MONDO_0004985, EFO_0000537, HP_0001250, EFO_0005924, EFO_0002610, MONDO_0007079",CHEMBL2095180,P00918
CHEMBL118,CHEMBL3729,"6.06, 6.06",6.06,6.06,Small molecule,4.0,true,CHEMBL1211825,B,Homo sapiens,Carbonic anhydrase IV,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P22748,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL230,false,ENSG00000167434,false,true,false,true,false,1,110,,,,chembl,ENSG00000073756,"HP_0012532, MONDO_0005090, EFO_1001893, MP_0001914, MONDO_0001657, EFO_0005279, EFO_0009606, EFO_0000546, EFO_0002496, EFO_0004239, EFO_0004251, EFO_0005252, EFO_0003868, MONDO_0018975, EFO_0005406, EFO_0003843, EFO_0000284, HP_0100607, MONDO_0042487, EFO_0001075, MONDO_0018076, MONDO_0004976, MONDO_0011705, MONDO_0002087, HP_0004398, MONDO_0004247, EFO_0000668, EFO_0004142, EFO_0000616, MP_0001845, EFO_0000681, MONDO_0002363, EFO_0007328, MONDO_0002974, EFO_0000621, EFO_0001073, MONDO_0004985, EFO_0004242, EFO_0000685, EFO_1001904, EFO_0002939, EFO_0005543, EFO_0004288, HP_0003418, EFO_0001416, MONDO_0008170, MONDO_0044937, EFO_0007453, MONDO_0021063, MONDO_0007254, EFO_0004252, EFO_0008525, EFO_1001950, EFO_0000673, EFO_0010072, MONDO_0002258, EFO_0003893, EFO_0000691, MONDO_0010200, MONDO_0001187, EFO_0000305, EFO_0005669, EFO_0002609, MONDO_0002715, MONDO_0004975, EFO_0005755, EFO_0000203, HP_0011110, EFO_0002618, MONDO_0007576, EFO_1001250, MONDO_0004992, EFO_0003898, MONDO_0002050, MONDO_0003937, EFO_0004274, EFO_0009625, EFO_0004142, EFO_0001072, EFO_0000537, EFO_0000756, EFO_0000199, MONDO_0002009, EFO_0003869, EFO_0000365, EFO_0004616, EFO_0005762, MONDO_0005178, EFO_1001951, EFO_1000786, MONDO_0008903, Orphanet_733, EFO_0003060, MONDO_0005277, EFO_0000712, MONDO_0002691, MONDO_0100096, EFO_1000158, EFO_1001466, EFO_0006859, MONDO_0024475, MONDO_0008315, EFO_0000519, EFO_0001668, EFO_0003768, HP_0003419, EFO_1000657, MONDO_0004658, EFO_0001378, EFO_0000182",CHEMBL2095180,P00918
CHEMBL7257,CHEMBL1945,6.68,6.68,6.68,Small molecule,1.0,false,CHEMBL3583713,B,Homo sapiens,Melatonin receptor 1A,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P48039,GPCR,TRUE,TRUE,"","",false,ENSG00000168412,false,true,false,true,false,,2,,,,chembl,"","MONDO_0002009, EFO_0009854",CHEMBL2094268,P48039
CHEMBL589390,CHEMBL1907604,4.86,4.86,4.86,Small molecule,3.0,false,CHEMBL3587612,B,Homo sapiens,Glutamate NMDA receptor; GRIN1/GRIN2A,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,Q05586,IC,TRUE,TRUE,"","",false,ENSG00000176884,false,true,false,true,false,,3,,,,chembl,"","HP_0001399, MONDO_0004975, MONDO_0007739","CHEMBL1907603, CHEMBL2015, CHEMBL3038504, CHEMBL1972, CHEMBL3038505, CHEMBL2094124","Q12879, Q05586"
CHEMBL44,CHEMBL1293277,5.24,5.24,5.24,Small molecule,2.0,false,CHEMBL1614342,F,Homo sapiens,Niemann-Pick C1 protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,O15118,None,TRUE,TRUE,"","",false,ENSG00000141458,false,false,true,true,false,,17,,,,ot_genetics_portal,"","EFO_0000673, EFO_0001645, EFO_0000195, EFO_0003060, MONDO_0001187, EFO_1001951, MONDO_0007254, EFO_0009448, MONDO_0009061, EFO_0003882, MONDO_0004986, EFO_0000694, MONDO_0008315, EFO_1000657, MONDO_0021063, MONDO_0004992, EFO_0002618","",""
CHEMBL2431768,CHEMBL5462,7.24,7.24,7.24,Small molecule,2.0,false,CHEMBL2434143,B,Homo sapiens,Baculoviral IAP repeat-containing protein 2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q13490,None,TRUE,TRUE,"","",false,ENSG00000110330,false,true,false,true,false,,7,,,,chembl,"","EFO_0002429, MONDO_0007254, EFO_0000616, EFO_0002618, EFO_0002430, MONDO_0044903, EFO_0001378","CHEMBL3038465, CHEMBL2221342, CHEMBL4296118, CHEMBL4802032, CHEMBL4680047, CHEMBL3885521, CHEMBL4802031, CHEMBL4296119, CHEMBL4630748, CHEMBL4630749, CHEMBL4802030","P15121, Q13489, Q00534, P11802, P03372, P00533, Q13490, P00519, P29373, P10275"
CHEMBL98,CHEMBL2563,"5.89, 6.42",6.42,5.89,Small molecule,4.0,true,CHEMBL1050115,B,Homo sapiens,Histone deacetylase 5,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9UQL6,Epigenetic,TRUE,TRUE,INHIBITOR,"CHEMBL1829, CHEMBL1865, CHEMBL325, CHEMBL1937",false,ENSG00000108840,false,true,true,true,false,4,88,,,,"ot_genetics_portal, chembl","ENSG00000116478, ENSG00000171720, ENSG00000196591, ENSG00000094631","MONDO_0008903, EFO_1001951, EFO_0000096, MONDO_0004992, EFO_0000220, EFO_0002913, EFO_0000691, EFO_0000191, EFO_0003828, EFO_0006352, EFO_1000026, MONDO_0004975, MONDO_0015760, EFO_0000616, EFO_1001830, EFO_0004198, EFO_0000574, EFO_0000621, EFO_1001110, MONDO_0002158, EFO_0000641, EFO_0003833, MONDO_0007254, MONDO_0003268, EFO_0007535, MONDO_0005090, EFO_0000309, MONDO_0011382, EFO_0000365, EFO_0000565, EFO_0000222, MONDO_0019460, EFO_0000764, EFO_0000224, EFO_1001380, MONDO_0008315, EFO_0003060, MONDO_0001657, EFO_0005774, EFO_0000349, EFO_0002429, EFO_0000180, EFO_0002939, EFO_0000211, MONDO_0007576, EFO_0000198, EFO_0000519, EFO_1000785, EFO_0003893, EFO_0000479, EFO_0000339, MONDO_0015277, EFO_1001968, MONDO_0018364, EFO_0002618, EFO_0003869, MONDO_0044926, EFO_1000657, EFO_0000183, EFO_0000702, EFO_1001465, EFO_0002938, EFO_1001469, MONDO_0018906, EFO_1000309, MONDO_0001879, EFO_0000756, MONDO_0002087, EFO_0001378, EFO_0000588, EFO_0000681, MONDO_0021063, MONDO_0008170, MONDO_0000873, EFO_0000095, MONDO_0002691, EFO_0002501, EFO_0000673, MONDO_0001056, EFO_0000384, EFO_0000770, EFO_0000403, EFO_0002499, EFO_0005952, MONDO_0004986, EFO_1001051, EFO_0006861, MONDO_0000870","CHEMBL2093865, CHEMBL4630737, CHEMBL3038483","Q9UQL6, Q13547"
CHEMBL19224,CHEMBL340,5.60,5.60,5.6,Small molecule,4.0,true,CHEMBL1613886,A,Homo sapiens,Cytochrome P450 3A4,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P08684,Enzyme,TRUE,TRUE,"","",false,ENSG00000160868,false,true,false,true,false,,7,,,,chembl,"","MONDO_0008315, EFO_0003060, EFO_0010282, EFO_0004234, EFO_0003060, EFO_1001463, EFO_0000284","CHEMBL2111472, CHEMBL4523986, CHEMBL2364675",P08684
CHEMBL192,CHEMBL3012,5.33,5.33,5.33,Small molecule,4.0,true,CHEMBL2184505,B,Homo sapiens,Phosphodiesterase 7A,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q13946,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL1827,false,ENSG00000205268,false,true,false,true,false,1,89,,,,chembl,ENSG00000138735,"EFO_0000198, HP_0000802, EFO_0002950, MONDO_0004933, EFO_1001893, EFO_0004225, MONDO_0043510, EFO_0001422, EFO_0009441, EFO_1001017, EFO_0004265, EFO_1001145, HP_0001919, EFO_0009085, MONDO_0100096, EFO_0003917, EFO_0003144, MONDO_0008347, EFO_0008560, MONDO_0019091, EFO_0000545, HP_0200023, EFO_0000537, EFO_1001134, EFO_0004714, MONDO_0100096, MONDO_0005149, EFO_0000712, HP_0001655, EFO_0001361, EFO_0000495, EFO_0000284, HP_0200042, EFO_0000701, EFO_0003777, MONDO_0005475, EFO_1001134, MONDO_0006058, EFO_0009429, MONDO_0010679, EFO_0000341, EFO_1000824, MONDO_0008315, EFO_0004234, EFO_0000668, EFO_1001103, MONDO_0005041, EFO_0000400, MONDO_0005180, EFO_1001145, EFO_0003144, EFO_1001827, EFO_0003833, EFO_0000404, EFO_0003060, HP_0001298, EFO_0000668, MONDO_0043510, EFO_0000519, EFO_0000373, EFO_0000717, MONDO_0005149, EFO_0000768, EFO_0000464, EFO_1001986, EFO_0003047, HP_0002140, EFO_1000824, HP_0100607, EFO_0001365, EFO_0000537, EFO_0011023, EFO_0009200, EFO_0008493, MONDO_0011382, HP_0000020, EFO_0000616, EFO_0004234, EFO_0000495, MONDO_0010311, EFO_1001993, MONDO_0009061, EFO_0000545, EFO_0003818, MONDO_0002013, EFO_0001361, EFO_1001103, EFO_0001645, EFO_0003827","CHEMBL2111411, CHEMBL2363066","O76074, Q13946"
CHEMBL81,CHEMBL1293235,6.45,6.45,6.45,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,MODULATOR,CHEMBL242,false,ENSG00000160789,false,false,true,true,false,1,15,,,,"ot_genetics_portal, cancer_gene_census",ENSG00000140009,"MONDO_0007254, EFO_0003854, MONDO_0004975, EFO_0000660, EFO_0000673, EFO_0003882, EFO_0003882, EFO_0005411, EFO_0000673, EFO_0003922, MONDO_0011962, EFO_0000694, MONDO_0007254, HP_0000938, MONDO_0005090","",""
CHEMBL297453,CHEMBL5658,5.75,5.75,5.75,Small molecule,3.0,false,CHEMBL4152535,B,Homo sapiens,Prostaglandin E synthase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O14684,Enzyme,TRUE,TRUE,"","",false,ENSG00000148344,false,false,true,true,false,,39,,,,ot_genetics_portal,"","EFO_0003929, EFO_0001422, MONDO_0005180, EFO_0000763, MONDO_0007915, EFO_0000731, EFO_0000673, EFO_0000280, EFO_0004252, EFO_0001378, MONDO_0008903, MONDO_0021063, EFO_0003882, Orphanet_303, EFO_1001050, EFO_0000768, MONDO_0005148, MONDO_0043510, MONDO_0007739, MONDO_0010383, EFO_0007147, MONDO_0018906, EFO_0003060, MP_0001845, MONDO_0007254, EFO_0008517, MONDO_0004975, EFO_0000565, MONDO_0019438, EFO_0000764, MONDO_0008315, EFO_0000432, MONDO_0010679, EFO_0000284, EFO_0000616, EFO_0001065, EFO_0001064, MONDO_0005301, MONDO_0001187","CHEMBL3885623, CHEMBL4802030","Q13490, P35354"
